id|nombre|precio|precio_1|precio_2|precio_3|rubro|url_imagen|url_producto
07714|Jugo De Limón Menoyo 250ml|74.2||||Almacén > Aceites y Vinagres > Jugos de Limón|Jugo-512-512|jugo-menoyo-de-limon
07715|Jugo De Limón Dos Anclas 1lt|227.85||||Almacén > Aceites y Vinagres > Jugos de Limón|Jugo-512-512|jugo-de-limon-dos-anclas-x-1000cc
07716|Aceite Natura De Oliva|328.85||||Almacén > Aceites y Vinagres > Aceites Especiales|Aceite-512-512|aceite-natura-de-oliva-3
07717|Aceite De Oliva Cocinero 1lt|578.14||||Almacén > Aceites y Vinagres > Aceites Especiales|Aceite-512-512|aceite-cocinero-de-oliva
07718|Aceite Mazola De Oliva 500cc|293.84||||Almacén > Aceites y Vinagres > Aceites Especiales|Aceite-512-512|aceite-mazola-de-oliva-x500cc
07719|Aceite De Oliva Cañuelas Extra Virgen Clásico 500ml|321.42||||Almacén > Aceites y Vinagres > Aceites Especiales|Aceite-512-512|aceite-de-oliva-canuelas-extra-virgen
07720|Aceite De Girasol y Oliva Copisi Scelto 900ml|179.59||||Almacén > Aceites y Vinagres > Aceites Especiales|Aceite-512-512|aceite-copisi-de-oliva-x900cc
07884|Aceite De Oliva Natura Selección Especial 500ml|411.49||||Almacén > Aceites y Vinagres > Aceites Especiales|Aceite-512-512|aceite-natura-oliva-seleccion-botella-x-500-cc
07885|Aceite De Oliva Jumbo Extra Virgen 500ml|349.0||||Almacén > Aceites y Vinagres > Aceites Especiales|Aceite-512-512|aceite-jumbo-de-oliva-x500cc-2
07886|Aceite De Oliva Cocinero 500ml|334.15||||Almacén > Aceites y Vinagres > Aceites Especiales|Aceite-512-512|aceite-cocinero-de-oliva-2
07887|Aceite De Oliva Etra Virgen Cocinero 1lt|631.18||||Almacén > Aceites y Vinagres > Aceites Especiales|Aceite-512-512|aceite-cocinero-de-oliva-x1000cc
07888|Aceite De Oliva Lira Clásico Etra Virgen 500ml|451.9||||Almacén > Aceites y Vinagres > Aceites Especiales|Aceite-512-512|aceite-de-oliva-lira-clasico-etra-virgen-500-ml
07889|Aceite De Oliva Natura Extra Virgen Clásico 500ml|371.38||||Almacén > Aceites y Vinagres > Aceites Especiales|Aceite-512-512|aceite-natura-de-oliva-x-500-cc
07890|Aceite De Oliva La Toscana Extra Virgen 500ml|473.12||||Almacén > Aceites y Vinagres > Aceites Especiales|Aceite-512-512|aceite-de-oliva-la-toscana-500-cc
07891|Aceite De Oliva Yancanello Extra Virgen 500ml|429.62||||Almacén > Aceites y Vinagres > Aceites Especiales|Aceite-512-512|aceite-yancanello-de-oliva-2
07892|Aceite Olivado Cocinero 900ml|249.29||||Almacén > Aceites y Vinagres > Aceites Especiales|Aceite-512-512|aceite-olivado-cocinero-900-ml
08092|Aceite Oliva Familia Zuccardi Picual 250ml|384.01||||Almacén > Aceites y Vinagres > Aceites Especiales|Aceite-512-512|aceite-oliva-familia-zuccardi-picual-250-ml
08093|Aceite De Oliva Familia Zuccardi Arauco 500ml|709.68||||Almacén > Aceites y Vinagres > Aceites Especiales|Aceite-512-512|aceite-de-oliva-familia-zuccardi-arauco-500-ml
07893|Mostaza Savora Original 250gr|61.28||||Almacén > Aderezos > Mostazas|Mostaza-512-512|mostaza-savora-9
07894|Mostaza Savora Original 500gr|119.65||||Almacén > Aderezos > Mostazas|Mostaza-512-512|mostaza-savora-8
07895|Mostaza Heinz 368gr|160.14||||Almacén > Aderezos > Mostazas|Mostaza-512-512|mostaza-heinz-368-gr
07896|Aderezo Mostaza Natural 500gr|83.23||||Almacén > Aderezos > Mostazas|Mostaza-512-512|mostaza-natura-2
07897|Salsa Honey Mustard Kansas 410gr|248.66||||Almacén > Aderezos > Mostazas|Salsa-512-512|salsa-honey-mustard-kansas-410-gr
07898|Aderezo Mostaza Natural 250gr|42.14||||Almacén > Aderezos > Mostazas|Aderezo-512-512|mostaza-natura
07899|Salsa Mostaza Con Miel Dos Anclas 375gr|197.68||||Almacén > Aderezos > Mostazas|Mostaza-512-512|mostaza-con-miel-dos-anclas-x375gr
07900|Mostaza Aritza Sin Tacc x 200gr|202.88||||Almacén > Aderezos > Mostazas|Mostaza-512-512|mostaza-aritza-sin-tacc-x200gr
07901|Mostaza Sin Sal Aritza Sin Tacc x 200gr|227.85||||Almacén > Aderezos > Mostazas|Mostaza-512-512|mostaza-sin-sal-aritza-sin-tacc-x200gr
07902|Aderezo Mostaza A La Miel 200gr|217.44||||Almacén > Aderezos > Mostazas|Mostaza-512-512|mostaza-a-la-miel-x-200-grs
07903|Ketchup Heinz 397gr|197.88||||Almacén > Aderezos > Ketchup|Ketchup-512-512|ketchup-heinz-397-gr
07904|Ketchup Hellmanns Doypack 250gr|79.59||||Almacén > Aderezos > Ketchup|Ketchup-512-512|ketchup-hellmanns-doypack-250-gr
07906|Ketchup Heinz Doy-pack 190gr|110.16||||Almacén > Aderezos > Ketchup|Ketchup-512-512|ketchup-heinz-doy-pack-190gr
07907|Aderezo Ketchup La Campagnola 250gr|63.46||||Almacén > Aderezos > Ketchup|Aderezo-512-512|ketchup-la-campagnola-2
07908|Aderezo Sabor Humo 180ml|123.81||||Almacén > Aderezos > Ketchup|Aderezo-512-512|aderezo-sabor-humo-x180ml
07909|Aderezo Ketchup Hot La Campagnola 250gr|63.46||||Almacén > Aderezos > Ketchup|Ketchup-512-512|aderezo-ketchup-hot-la-campagnola-250-gr
07910|Aceite Girasol Pureza 1,5lt|185.63||||Almacén > Aceites y Vinagres > Aceites Comunes|Aceite-512-512|aceite-girasol-pureza-1-5-l
07911|Aceite De Girasol 120gr Cuisine & Co|129.95||||Almacén > Aceites y Vinagres > Aceites Comunes|Aceite-512-512|aceite-de-girasol-120-gr-cuisine-co
07912|Aceite De Girasol Cuisine & Co 1,5lt|160.7||||Almacén > Aceites y Vinagres > Aceites Comunes|Aceite-512-512|aceite-de-girasol-cuisine-co-1-5l
07913|Aceite De Girasol Lira 1,1lt|217.31||||Almacén > Aceites y Vinagres > Aceites Comunes|Aceite-512-512|aceite-de-girasol-lira-1-5-l
07914|Aceite Girasol Pureza 0,9lt|113.99||||Almacén > Aceites y Vinagres > Aceites Comunes|Aceite-512-512|aceite-girasol-pureza-0-9-l
07915|Aceite De Girasol Cuisine & Co 900ml|119.0||||Almacén > Aceites y Vinagres > Aceites Comunes|Aceite-512-512|aceite-de-girasol-cuisine-co-900-ml
07916|Aceite De Girasol Primor 900ml|88.0||||Almacén > Aceites y Vinagres > Aceites Comunes|Aceite-512-512|aceite-de-girasol-primor-x-900-ml
07917|Aceite Familiar Mezcla Pet x 900cc|82.93||||Almacén > Aceites y Vinagres > Aceites Comunes|Aceite-512-512|aceite-familiar-mezcla-pet-x900-cc
07918|Aceite Florencia Girasol 900ml|88.0||||Almacén > Aceites y Vinagres > Aceites Comunes|Aceite-512-512|aceite-florencia-girasol-900-ml
