id|marca|nombre|precio|precio_1|precio_2|precio_3|precio_unitario|rubro|url_imagen|url_producto
""|MENOYO|Jugo De Limón Menoyo 250 Ml|75.7||||$ 75,70|Almacén > Aceites y Vinagres > Jugos de Limón|178851-512-512|jugo-menoyo-de-limon/p
""|""|""|0|||||Almacén > Aceites y Vinagres > Jugos de Limón||""
""|PUREZA|Aceite Girasol Pureza 1,5 L|185.63||||$ 185,63|Almacén > Aceites y Vinagres > Aceites Comunes|591713-512-512|aceite-girasol-pureza-1-5-l/p
""|""|""|0|||||Almacén > Aceites y Vinagres > Aceites Comunes||""
""|CUISINE & CO NBE MP|Aceite De Girasol 120 Gr Cuisine & Co|129.95||||$ 129,95|Almacén > Aceites y Vinagres > Aceites Comunes|601152-512-512|aceite-de-girasol-120-gr-cuisine-co/p
""|NATURA|Aceite De Girasol Natura 126 Ml|137.59||||$ 137,59|Almacén > Aceites y Vinagres > Aceites Comunes|204046-512-512|aceite-natura-de-girasol-4/p
""|PUREZA|Aceite Girasol Pureza 0,9 L|113.99||||$ 113,99|Almacén > Aceites y Vinagres > Aceites Comunes|591712-512-512|aceite-girasol-pureza-0-9-l/p
""|CUISINE & CO NBE MP|Aceite De Girasol Cuisine & Co 900 Ml|119.0||||$ 119,00|Almacén > Aceites y Vinagres > Aceites Comunes|601232-512-512|aceite-de-girasol-cuisine-co-900-ml/p
""|PRIMOR|Aceite Girasol Primor 1,5 L|153.0||||$ 153,00|Almacén > Aceites y Vinagres > Aceites Comunes|574459-512-512|aceite-girasol-primor-1-5-l/p
""|FRITOLIM|Aceite Girasol Clásico En Aerosol Fritolim X120 Gr|127.3||||$ 127,30|Almacén > Aceites y Vinagres > Aceites Comunes|614695-512-512|aceite-girasol-clasico-en-aerosol-fritolim-x120-gr/p
""|Maxima MP|Aceite Mezcla Maxima 900 Ml|82.17||||$ 82,17|Almacén > Aceites y Vinagres > Aceites Comunes|590538-512-512|aceite-mezcla-maxima-900-ml/p
""|CLOVELLY|Aceite Clovelly Mezcla X900cc|86.0||||$ 86,00|Almacén > Aceites y Vinagres > Aceites Comunes|609041-512-512|aceite-clovelly-mezcla-x900cc/p
""|MAMA COCINA|Aceite Mama Cocina Roc. Vg. Mant. Har. X150gr|132.6||||$ 132,60|Almacén > Aceites y Vinagres > Aceites Comunes|534799-512-512|aceite-mama-cocina-roc-vg-mant-har-x150gr/p
""|CUISINE & CO NBE MP|Aceite De Canola Cuisine & Co 500 Ml|334.15||||$ 334,15|Almacén > Aceites y Vinagres > Aceites Comunes|602287-512-512|aceite-de-canola-cuisine-co-500-ml/p
""|KROL|Aceite De Canola Y Oliva Krol Virgen 500 Ml|312.94||||$ 312,94|Almacén > Aceites y Vinagres > Aceites Comunes|205215-512-512|aceite-krol-de-canola-oliva/p
""|HELLMANN´S|Ketchup Hellmanns Doypack 250 Gr|79.59||||$ 79,59|Almacén > Aderezos > Ketchup|605462-512-512|ketchup-hellmanns-doypack-250-gr/p
""|""|""|0|||||Almacén > Aderezos > Ketchup||""
""|HEINZ|Ketchup Heinz 397 Gr|228.8||||$ 228,80|Almacén > Aderezos > Ketchup|554966-512-512|ketchup-heinz-397-gr/p
""|HEINZ|Ketchup Heinz Doy-pack 190gr|127.6||||$ 127,60|Almacén > Aderezos > Ketchup|555017-512-512|ketchup-heinz-doy-pack-190gr/p
""|NATURA|Aderezo Ketchup Natura 250 Gr|60.86||||$ 60,86|Almacén > Aderezos > Ketchup|191221-512-512|ketchup-natura/p
""|LA PARMESANA|Aderezo Sabor Humo 180 Ml|123.81||||$ 123,81|Almacén > Aderezos > Ketchup|471609-512-512|aderezo-sabor-humo-x180ml/p
""|MUTTI|Aderezo Ketchup Mutti 340 Gr|529.0||||$ 529,00|Almacén > Aderezos > Ketchup|177744-512-512|ketchup-mutti-botella-340-gr/p
""|MENOYO|Vinagre De Alcohol Menoyo 500 Ml|58.16||||$ 58,16|Almacén > Aceites y Vinagres > Vinagres|584808-512-512|vinagre-menoyo-de-alcohol/p
