id|nombre|precio|precio_1|precio_2|precio_3|rubro|url_imagen|url_producto
00001|Jugo De Limón Menoyo 250 Ml|74.2||||Almacén > Aceites y Vinagres > Jugos de Limón|Jugo-512-512|jugo-menoyo-de-limon
00002|""|0||||Almacén > Aceites y Vinagres > Jugos de Limón||""
00003|Jugo De Limón Dos Anclas 1 L|227.85||||Almacén > Aceites y Vinagres > Jugos de Limón|Jugo-512-512|jugo-de-limon-dos-anclas-x-1000cc
00004|Aderezo Salsa Golf Natura 250 Gr|56.7||||Almacén > Aderezos > Salsas Golf|Salsa-512-512|salsa-golf-natura
00005|""|0||||Almacén > Aderezos > Salsas Golf||""
00006|Mayonesa Hellmanns Light Doypack 475 Gr|110.28||||Almacén > Aderezos > Mayonesas|Mayonesa-512-512|mayonesa-hellmanns-light-doypack-475-gr
00007|""|0||||Almacén > Aderezos > Mayonesas||""
00008|Mayonesa Hellmanns Clásica Doypack 475 Gr|89.22||||Almacén > Aderezos > Mayonesas|Mayonesa-512-512|mayonesa-hellmanns-clasica-doypack-475-gr
00009|Aderezo Mayonesa Natura 475 Gr|89.47||||Almacén > Aderezos > Mayonesas|Mayonesa-512-512|mayonesa-natura
00010|Mayonesa Heinz 350 Gr|124.75||||Almacén > Aderezos > Mayonesas|Mayonesa-512-512|mayonesa-heinz-350-gr
00011|Mayonesa Heinz 850 Gr|279.87||||Almacén > Aderezos > Mayonesas|Mayonesa-512-512|mayonesa-heinz-850-gr
00012|Mayonesa Hellmanns Clásica Doypack 950 Gr|166.6||||Almacén > Aderezos > Mayonesas|Mayonesa-512-512|mayonesa-hellmanns-clasica-doypack-950-gr
00013|Aderezo Mayonesa Natura 950 Gr|178.95||||Almacén > Aderezos > Mayonesas|Mayonesa-512-512|mayonesa-natura-2
00014|Mayonesa Heinz Light Doy-pack X350gr|145.55||||Almacén > Aderezos > Mayonesas|Mayonesa-512-512|mayonesa-heinz-light-doy-pack-x350gr
00015|Mayonesa Hellmann's Clásica Frasco 332 Gr|125.89||||Almacén > Aderezos > Mayonesas|Aderezo-512-512|mayonesa-hellmann-s-13
00016|Aderezo Mayonesa Mayoliva 227 Gr|59.82||||Almacén > Aderezos > Mayonesas|Mayonesa-512-512|mayonesa-mayoliva-x-227-gr
00017|Aderezo Mayonesa Hellmann's Light 950 Gr|236.17||||Almacén > Aderezos > Mayonesas|Aderezo-512-512|mayonesa-hellmann-s-light
00018|Mayonesa The Not Co X 400 Gr|156.06||||Almacén > Aderezos > Mayonesas|Mayonesa-512-512|mayonesa-the-not-co-x-400-gr
00019|Aderezo Mayonesa La Campagnola Diet 500 Gr|107.16||||Almacén > Aderezos > Mayonesas|Aderezo-512-512|mayonesa-la-campagnola-diet-x-500-gr
00020|Mayonesa Hellmann's Light Doypack 237 Gr|59.2||||Almacén > Aderezos > Mayonesas|Mayonesa-512-512|mayonesa-hellmann-s-light-4
00021|Mayonesa Heinz Light Doy-pack X850gr|311.08||||Almacén > Aderezos > Mayonesas|Mayonesa-512-512|mayonesa-heinz-light-doy-pack-x850gr
00022|Mayonesa Heinz 200 Gr|72.73||||Almacén > Aderezos > Mayonesas|Mayonesa-512-512|mayonesa-heinz-200-gr
00023|Aderezo Mayonesa Natura 237 Gr|49.52||||Almacén > Aderezos > Mayonesas|Mayonesa-512-512|mayonesa-natura-x-237-gr
00024|Aderezo Mayonesa Cada Día 1 Kg|115.48||||Almacén > Aderezos > Mayonesas|Mayonesa-512-512|mayonesa-cada-dia-2
00025|Aceto Balsámico Casalta Reducción 400 Ml|302.76||||Almacén > Aceites y Vinagres > Acetos|Aceto-512-512|aceto-casalta-reduccion-x-400-ml
00026|""|0||||Almacén > Aceites y Vinagres > Acetos||""
00027|Aceto Balsamico En Reduccion 250 Ml|166.46||||Almacén > Aceites y Vinagres > Acetos|Aceto-512-512|aceto-balsamico-en-reduccion-250-ml
00028|Aceto Balsámico Casalta Clásico 400 Ml|273.63||||Almacén > Aceites y Vinagres > Acetos|Aceto-512-512|aceto-clasico-casalta-x-400ml
00029|Aceto Balsámico Casalta Clásico 250 Ml|141.49||||Almacén > Aceites y Vinagres > Acetos|Aceto-512-512|aceto-balsamico-clasico-casalta-x-250ml
00030|Aceto Balsamico Monterrey 250 Ml|84.1||||Almacén > Aceites y Vinagres > Acetos|Aceto-512-512|aceto-balsamico-monterrey-250-ml
00031|Aceto Balsamico Espeso 500 Ml|249.7||||Almacén > Aceites y Vinagres > Acetos|Aceto-512-512|aceto-balsamico-espeso-500-ml
00032|Aceto Balsámico Casalta Reducción 250 Ml|245.53||||Almacén > Aceites y Vinagres > Acetos|Aceto-512-512|aceto-reduccion-casalta-x-250ml
00033|Aceto Balsámico La Toscana 250 Ml|194.55||||Almacén > Aceites y Vinagres > Acetos|Aceto-512-512|aceto-balsamico-la-toscana-botella-250
00034|Aceto Balsámico Angelo 500 Ml|332.52||||Almacén > Aceites y Vinagres > Acetos|Aceto-512-512|aceto-balsamico-angelo
00035|Aceto Balsámico Menoyo 250 Ml|165.42||||Almacén > Aceites y Vinagres > Acetos|Aceto-512-512|aceto-balsamico-menoyo-x-250-cc-2
00036|Aceto Balsámico San Giorgio 250 Ml|477.54||||Almacén > Aceites y Vinagres > Acetos|Aceto-512-512|aceto-san-giorgio-x-250-cc
00037|Aceto Balsámico Colavita 500 Ml|456.74||||Almacén > Aceites y Vinagres > Acetos|Aceto-512-512|aceto-balsamico-colavita-x-500-cc
00038|Aceto Balsámico Mazzetti 250 Ml|332.52||||Almacén > Aceites y Vinagres > Acetos|Aceto-512-512|aceto-balsamico-mazzetti-x-250-ml-2
00039|Aderezo Light Clásico Cocinero 500 Ml|80.33||||Almacén > Aceites y Vinagres > Acetos|Aderezo-512-512|aderezo-light-clasico-cocinero-500-ml
00040|Aceite Girasol Pureza 1,5 L|185.63||||Almacén > Aceites y Vinagres > Aceites Comunes|Aceite-512-512|aceite-girasol-pureza-1-5-l
00041|""|0||||Almacén > Aceites y Vinagres > Aceites Comunes||""
00042|Aceite  De Girasol 120 Gr Cuisine & Co|129.95||||Almacén > Aceites y Vinagres > Aceites Comunes|Aceite-512-512|aceite-de-girasol-120-gr-cuisine-co
00043|Aceite De Girasol Cuisine & Co 1,5l|160.7||||Almacén > Aceites y Vinagres > Aceites Comunes|Aceite-512-512|aceite-de-girasol-cuisine-co-1-5l
00044|Aceite De Girasol Lira  1.5 L|217.31||||Almacén > Aceites y Vinagres > Aceites Comunes|Aceite-512-512|aceite-de-girasol-lira-1-5-l
00045|Aceite Mezcla Natura Blend 900 Ml|232.32||||Almacén > Aceites y Vinagres > Aceites Comunes|Aceite-512-512|aceite-natura-blend-girasol-oliva
00046|Aceite Girasol Pureza 0,9 L|113.99||||Almacén > Aceites y Vinagres > Aceites Comunes|Aceite-512-512|aceite-girasol-pureza-0-9-l
00047|Aceite De Girasol Cuisine & Co 900 Ml|119.0||||Almacén > Aceites y Vinagres > Aceites Comunes|Aceite-512-512|aceite-de-girasol-cuisine-co-900-ml
00048|Aceite De Girasol Primor 900 Ml|88.0||||Almacén > Aceites y Vinagres > Aceites Comunes|Aceite-512-512|aceite-de-girasol-primor-x-900-ml
00049|Aceite Familiar Mezcla Pet X900 Cc|82.93||||Almacén > Aceites y Vinagres > Aceites Comunes|Aceite-512-512|aceite-familiar-mezcla-pet-x900-cc
00050|Aceite Olivado Lira 900 Ml|259.2||||Almacén > Aceites y Vinagres > Aceites Comunes|Lira-512-512|aceite-olivado-lira-900-ml
00051|Aceite Florencia Girasol 900 Ml|88.0||||Almacén > Aceites y Vinagres > Aceites Comunes|Aceite-512-512|aceite-florencia-girasol-900-ml
00052|Aceite Girasol Cocinero Plus Oleico 900 L|137.19||||Almacén > Aceites y Vinagres > Aceites Comunes|Aceite-512-512|aceite-girasol-cocinero-plus-oleico-900-l
00053|Aceite Clovelly Mezcla X900cc|81.0||||Almacén > Aceites y Vinagres > Aceites Comunes|Aceite-512-512|aceite-clovelly-mezcla-x900cc
00054|Aceite De Canola Y Oliva Krol Virgen 500 Ml|312.94||||Almacén > Aceites y Vinagres > Aceites Comunes|Aceite-512-512|aceite-krol-de-canola-oliva
00055|Aceite De Canola Krol Virgen 500 Ml|302.33||||Almacén > Aceites y Vinagres > Aceites Comunes|Aceite-512-512|aceite-krol-de-canola-x-500-ml
00056|Mostaza Savora Original 250 Gr|61.28||||Almacén > Aderezos > Mostazas|Mostaza-512-512|mostaza-savora-9
00057|""|0||||Almacén > Aderezos > Mostazas||""
00058|Mostaza Savora Original 500 Gr|119.65||||Almacén > Aderezos > Mostazas|Mostaza-512-512|mostaza-savora-8
00059|Mostaza Heinz 368 Gr|160.14||||Almacén > Aderezos > Mostazas|Mostaza-512-512|mostaza-heinz-368-gr
00060|Aderezo Mostaza Natural 500 Gr|83.23||||Almacén > Aderezos > Mostazas|Mostaza-512-512|mostaza-natura-2
00061|Salsa Honey Mustard Kansas 410 Gr|248.66||||Almacén > Aderezos > Mostazas|Salsa-512-512|salsa-honey-mustard-kansas-410-gr
00062|Aderezo Mostaza Natural 250 Gr|42.14||||Almacén > Aderezos > Mostazas|Aderezo-512-512|mostaza-natura
