id|nombre|precio|precio_1|precio_2|precio_3|rubro|url_imagen|url_producto
00038|Jugo De Limón Dos Anclas 500ml|130.05||||Almacén > Aceites y Vinagres > Jugos de Limón|191110-512-512|jugo-de-limon-dos-anclas-500ccc
00037|Jugo De Limón Menoyo 250ml|74.2||||Almacén > Aceites y Vinagres > Jugos de Limón|178851-512-512|jugo-menoyo-de-limon
00001|Mostaza Savora Original 500gr|119.65||||Almacén > Aderezos > Mostazas|521789-512-512|mostaza-savora-8
00002|Mostaza Savora Original 250gr|61.28||||Almacén > Aderezos > Mostazas|605669-512-512|mostaza-savora-9
00003|Mostaza Heinz 368gr|168.0||||Almacén > Aderezos > Mostazas|554969-512-512|mostaza-heinz-368-gr
01229|Aderezo Mostaza Natural 500gr|83.23||||Almacén > Aderezos > Mostazas|193361-512-512|mostaza-natura-2
00004|Mostaza Heinz 200gr|137.0||||Almacén > Aderezos > Mostazas|554968-512-512|mostaza-heinz-200-gr
00005|Salsa Mostaza Con Miel Dos Anclas 375gr|197.68||||Almacén > Aderezos > Mostazas|206397-512-512|mostaza-con-miel-dos-anclas-x375gr
01331|Aderezo Mostaza A La Antigua 200gr|236.0||||Almacén > Aderezos > Mostazas|186201-512-512|aderezo-mostaza-a-la-antigua-200-gr
00006|Aderezo Mostaza A La Miel 200gr|228.0||||Almacén > Aderezos > Mostazas|186202-512-512|mostaza-a-la-miel-x-200-grs
00007|Mostaza Sin Sal Aritza Sin Tacc x 200gr|243.0||||Almacén > Aderezos > Mostazas|552160-512-512|mostaza-sin-sal-aritza-sin-tacc-x200gr
00008|Salsa Tau Delta Mostaza Dulce|175.83||||Almacén > Aderezos > Mostazas|548348-512-512|salsa-tau-delta-mostaza-dulce
00009|Mostaza Aritza Sin Tacc x 200gr|214.0||||Almacén > Aderezos > Mostazas|552161-512-512|mostaza-aritza-sin-tacc-x200gr
00057|Aceite Girasol Pureza 1,5lt|185.63||||Almacén > Aceites y Vinagres > Aceites Comunes|591713-512-512|aceite-girasol-pureza-1-5-l
00058|Aceite De Girasol Cuisine & Co 1,5lt|160.7||||Almacén > Aceites y Vinagres > Aceites Comunes|601231-512-512|aceite-de-girasol-cuisine-co-1-5l
00060|Aceite Mezcla Natura Blend 900ml|232.32||||Almacén > Aceites y Vinagres > Aceites Comunes|208072-512-512|aceite-natura-blend-girasol-oliva
00059|Aceite Girasol Cocinero Plus Oleico 900lt|137.19||||Almacén > Aceites y Vinagres > Aceites Comunes|614845-512-512|aceite-girasol-cocinero-plus-oleico-900-l
