id|marca|nombre|precio|precio_1|precio_2|precio_3|precio_unitario|rubro|url_imagen|url_producto
""|NATURA|Aderezo Salsa Golf Natura 250gr|56.7|||||Almacén > Aderezos > Salsas Golf|191230-512-512|salsa-golf-natura/p
""|""|""|0|||||Almacén > Aderezos > Salsas Golf||""
""|NATURA|Aceite De Girasol Natura 126ml|137.59|||||Almacén > Aceites y Vinagres > Aceites Comunes|204046-512-512|aceite-natura-de-girasol-4/p
""|""|""|0|||||Almacén > Aceites y Vinagres > Aceites Comunes||""
""|NATURA|Aceite De Girasol Natura 1,1lt|193.91|||||Almacén > Aceites y Vinagres > Aceites Comunes|427751-512-512|aceite-de-girasol-natura-1-5-l/p
""|PUREZA|Aceite Pureza Omega9 1,5lt|244.19|||||Almacén > Aceites y Vinagres > Aceites Comunes|617366-512-512|aceite-pureza-omega9-1-5-l/p
""|PUREZA|Aceite Pureza Omega9 900cc|151.65|||||Almacén > Aceites y Vinagres > Aceites Comunes|617365-512-512|aceite-pureza-omega9-900cc/p
""|PRIMOR|Aceite Girasol Primor 1,5lt|153.0|||||Almacén > Aceites y Vinagres > Aceites Comunes|574459-512-512|aceite-girasol-primor-1-5-l/p
""|PRIMOR|Aceite De Girasol Primor 900ml|95.0|||||Almacén > Aceites y Vinagres > Aceites Comunes|423577-512-512|aceite-de-girasol-primor-x-900-ml/p
""|NATURA|Aceite De Girasol Natura 3lt|387.82|||||Almacén > Aceites y Vinagres > Aceites Comunes|427745-512-512|aceite-de-girasol-natura-3-l/p
""|CLOVELLY|Aceite Clovelly Mezcla x 900cc|86.0|||||Almacén > Aceites y Vinagres > Aceites Comunes|609041-512-512|aceite-clovelly-mezcla-x900cc/p
""|MAMA COCINA|Aceite Mama Cocina Roc. Vg. Mant. Har. x 150gr|132.6|||||Almacén > Aceites y Vinagres > Aceites Comunes|623303-512-512|aceite-mama-cocina-roc-vg-mant-har-x150gr/p
""|NATURA|Aceite De Girasol Natura 900ml|121.39|||||Almacén > Aceites y Vinagres > Aceites Comunes|190195-512-512|aceite-natura-de-girasol-x-900-cc/p
""|CUISINE & CO NBE MP|Aceite De Girasol 120gr Cuisine & Co|129.95|||||Almacén > Aceites y Vinagres > Aceites Comunes|601152-512-512|aceite-de-girasol-120-gr-cuisine-co/p
""|FAMILIAR|Aceite De Girasol Familiar 1,1lt|250.0|||||Almacén > Aceites y Vinagres > Aceites Comunes|620512-512-512|aceite-de-girasol-familiar-1-5l/p
""|CLOVELLY|Aceite Clovelly Mezcla x 1,5lt|141.0|||||Almacén > Aceites y Vinagres > Aceites Comunes|607149-512-512|aceite-clovelly-mezcla-x1-5lt/p
""|FAMILIAR|Aceite Familiar Mezcla Pet x 900cc|95.79|||||Almacén > Aceites y Vinagres > Aceites Comunes|598724-512-512|aceite-familiar-mezcla-pet-x900-cc/p
""|CUISINE & CO NBE MP|Aceite De Canola Cuisine & Co 500ml|334.15|||||Almacén > Aceites y Vinagres > Aceites Comunes|602287-512-512|aceite-de-canola-cuisine-co-500-ml/p
""|CAÑUELAS|Aceite De Girasol Cañuelas 900ml|112.89|||||Almacén > Aceites y Vinagres > Aceites Comunes|210381-512-512|aceite-canuelas-de-girasol-x-900-ml/p
""|KROL|Aceite De Canola y Oliva Krol Virgen 500ml|302.33|||||Almacén > Aceites y Vinagres > Aceites Comunes|205215-512-512|aceite-krol-de-canola-oliva/p
""|ALSAMAR|Aceite Girasol Alsamar x 900cc|104.39|||||Almacén > Aceites y Vinagres > Aceites Comunes|622991-512-512|aceite-girasol-alsamar-x-900cc/p
""|MENOYO|Jugo De Limón Menoyo 250ml|75.7|||||Almacén > Aceites y Vinagres > Jugos de Limón|178851-512-512|jugo-menoyo-de-limon/p
""|""|""|0|||||Almacén > Aceites y Vinagres > Jugos de Limón||""
""|DOS ANCLAS|Jugo De Limón Dos Anclas 1lt|319.9|||||Almacén > Aceites y Vinagres > Jugos de Limón|191113-512-512|jugo-de-limon-dos-anclas-x-1000cc/p
""|PORTA|Jugo De Limón Monte Alto 1lt|216.4|||||Almacén > Aceites y Vinagres > Jugos de Limón|567494-512-512|jugo-de-limon-monte-alto-x-1-lt/p
""|BULL'S EYE|Salsa Bull's Eye 510gr|424.0|||||Almacén > Aderezos > Salsas Frías|477665-512-512|salsa-bull-s-eye/p
""|""|""|0|||||Almacén > Aderezos > Salsas Frías||""
""|DOS ANCLAS|Salsa Ranch Dos Anclas 360gr|195.0|||||Almacén > Aderezos > Salsas Frías|205385-512-512|salsa-dos-anclas-ranch-x360gr/p
