id|nombre|precio|rubro|url_imagen|url_producto
01661|Cr.pein H.y S Coconut 300ml|189.9|Perfumeria > Cabello > Tratamiento Capilar|http://maxiconsumo.com/pub/media/catalog/product/placeholder/default/image_5.jpg|/291/s/cr-pein-h-y-s-coconut-300-ml-26240/category/63/
00131|Talco Pat.allen Suave 120gr|0|Perfumeria > Desodorantes Personales > Talcos Y Feculas|/8721ae71a8b276de5ff5b8923d829701/2/5/25647.jpg|/827/s/talco-pat-allen-suave-120-gr-25647/category/22/
00132|Talco Pat.allen Suave 180gr|57.77|Perfumeria > Desodorantes Personales > Talcos Y Feculas|/8721ae71a8b276de5ff5b8923d829701/2/5/25646.jpg|/828/s/talco-pat-allen-suave-180-gr-25646/category/22/
00133|Talco Pat.allen Clasico 120gr|0|Perfumeria > Desodorantes Personales > Talcos Y Feculas|/8721ae71a8b276de5ff5b8923d829701/2/5/25645.jpg|/829/s/talco-pat-allen-clasico-120-gr-25645/category/22/
00134|Talco Pat.allen Clasico 180gr|57.77|Perfumeria > Desodorantes Personales > Talcos Y Feculas|/8721ae71a8b276de5ff5b8923d829701/2/5/25644.jpg|/830/s/talco-pat-allen-clasico-180-gr-25644/category/22/
00135|Talco Algabo Perfumado 200gr|37.11|Perfumeria > Desodorantes Personales > Talcos Y Feculas|/8721ae71a8b276de5ff5b8923d829701/2/3/23184.jpg|/2942/s/talco-algabo-perfumado-200-gr-23184/category/22/
00136|Acond. Plusbelle .esen.f.rep 1lt|88.35|Perfumeria > Cabello > Shamp-Cr-Acond.Fliar|/8721ae71a8b276de5ff5b8923d829701/2/6/26200.jpg|/322/s/acond-plusbelle-esen-f-rep-1-lt-26200/category/10/
00137|Shamp. Plusbelle .esen.f.rep 1lt|88.35|Perfumeria > Cabello > Shamp-Cr-Acond.Fliar|/8721ae71a8b276de5ff5b8923d829701/2/6/26199.jpg|/323/s/shamp-plusbelle-esen-f-rep-1-lt-26199/category/10/
00138|Acond. Plusbelle .esen.resta 1lt|88.35|Perfumeria > Cabello > Shamp-Cr-Acond.Fliar|/8721ae71a8b276de5ff5b8923d829701/2/5/25595.jpg|/874/s/acond-plusbelle-esen-resta-1-lt-25595/category/10/
00139|Jab.toc Estrella Glic.marac. 125gr|40.41|Perfumeria > Jabones > Jabon De Tocador|/8721ae71a8b276de5ff5b8923d829701/2/5/25931.jpg|/558/s/jab-toc-estrella-glic-marac-125-gr-25931/category/17/
