id|nombre|precio|precio_1|precio_2|precio_3|rubro|url_imagen|url_producto
00001|PAPEL HIGIENICO HIGIENOL MAX PLUS 4X80 MT|106.2||||Limpieza > Baño > Papel Higiénico|8721ae71a8b276de5ff5b8923d829701/2/0/20959.jpg|http://maxiconsumo.com/sucursal_capital/catalog/product/view/id/4119/s/papel-higienico-higienol-max-plus-4x80-mt-20959/category/249/
00002|PAPEL HIGIENICO HIGIENOL RINDE 4X50 MT|0||||Limpieza > Baño > Papel Higiénico|8721ae71a8b276de5ff5b8923d829701/2/1/21173.jpg|http://maxiconsumo.com/sucursal_capital/catalog/product/view/id/3992/s/papel-higienico-higienol-rinde-4x50-mt-21173/category/249/
00003|PAPEL HIGIENICO HIGIENOL DOBLE HOJA DUO 4X50 MT|0||||Limpieza > Baño > Papel Higiénico|8721ae71a8b276de5ff5b8923d829701/2/1/21174.jpg|http://maxiconsumo.com/sucursal_capital/catalog/product/view/id/3991/s/papel-higienico-higienol-doble-hoja-duo-4x50-mt-21174/category/249/
00004|PAPEL HIGIENICO HIGIENOL DOBLE HOJA DUO 6X50 MT|0||||Limpieza > Baño > Papel Higiénico|8721ae71a8b276de5ff5b8923d829701/2/1/21225.jpg|http://maxiconsumo.com/sucursal_capital/catalog/product/view/id/3966/s/papel-higienico-higienol-doble-hoja-duo-6x50-mt-21225/category/249/
00005|PAPEL HIGIENICO ESENCIAL MAX 6X80 MT|131.32||||Limpieza > Baño > Papel Higiénico|8721ae71a8b276de5ff5b8923d829701/2/1/21446.jpg|http://maxiconsumo.com/sucursal_capital/catalog/product/view/id/3809/s/papel-higienico-esencial-max-6x80-mt-21446/category/249/
00006|PAPEL HIGIENICO ELITE DOBLE HOJA ULTRA 6X50 MT|0||||Limpieza > Baño > Papel Higiénico|8721ae71a8b276de5ff5b8923d829701/2/2/22058.jpg|http://maxiconsumo.com/sucursal_capital/catalog/product/view/id/3485/s/papel-higienico-elite-doble-hoja-ultra-6x50-mt-22058/category/249/
00007|PAPEL HIGIENICO ESENCIAL DOBLE HOJA ULTRA 4X30 MT|0||||Limpieza > Baño > Papel Higiénico|8721ae71a8b276de5ff5b8923d829701/2/2/22094.jpg|http://maxiconsumo.com/sucursal_capital/catalog/product/view/id/3461/s/papel-higienico-esencial-doble-hoja-ultra-4x30-mt-22094/category/249/
00008|PAPEL HIGIENICO ESENCIAL DOBLE HOJA DECO 4X30 MT|0||||Limpieza > Baño > Papel Higiénico|8721ae71a8b276de5ff5b8923d829701/2/2/22095.jpg|http://maxiconsumo.com/sucursal_capital/catalog/product/view/id/3460/s/papel-higienico-esencial-doble-hoja-deco-4x30-mt-22095/category/249/
00009|PAPEL HIGIENICO FELPITA DOBLE HOJA KIDS 4X30 MT|106.2||||Limpieza > Baño > Papel Higiénico|8721ae71a8b276de5ff5b8923d829701/2/2/22099.jpg|http://maxiconsumo.com/sucursal_capital/catalog/product/view/id/3456/s/papel-higienico-felpita-doble-hoja-kids-4x30-mt-22099/category/249/
00010|PAPEL HIGIENICO ESENCIAL DOBLE HOJA CLASICA 4X20 MT|53.64||||Limpieza > Baño > Papel Higiénico|8721ae71a8b276de5ff5b8923d829701/2/3/23622.jpg|http://maxiconsumo.com/sucursal_capital/catalog/product/view/id/2605/s/papel-higienico-esencial-doble-hoja-clasica-4x20-mt-23622/category/249/
00011|PAPEL HIGIENICO HIGIENOL DUO DOBLE HOJA 4X30 MT|0||||Limpieza > Baño > Papel Higiénico|8721ae71a8b276de5ff5b8923d829701/2/3/23738.jpg|http://maxiconsumo.com/sucursal_capital/catalog/product/view/id/2517/s/papel-higienico-higienol-duo-doble-hoja-4x30-mt-23738/category/249/
00012|PAPEL HIGIENICO ELITE SIMPLE HOJA 4X30 MT|49.5||||Limpieza > Baño > Papel Higiénico|8721ae71a8b276de5ff5b8923d829701/2/4/24915.jpg|http://maxiconsumo.com/sucursal_capital/catalog/product/view/id/1491/s/papel-higienico-elite-simple-hoja-4x30-mt-24915/category/249/
00013|LAVAVAJILLA CIF ANTIBACTERIAL 500 ML|98.9||||Limpieza > Cocina > Detergentes y Lavavajillas Concentrados|8721ae71a8b276de5ff5b8923d829701/2/5/25040.jpg|http://maxiconsumo.com/sucursal_capital/catalog/product/view/id/1381/s/lavavajilla-cif-antibacterial-500-ml-25040/category/254/
00014|DETERG. MAGISTRAL LIMON 215 ml|39.59||||Limpieza > Cocina > Detergentes y Lavavajillas Concentrados|8721ae71a8b276de5ff5b8923d829701/2/5/25293.jpg|http://maxiconsumo.com/sucursal_capital/catalog/product/view/id/1159/s/deterg-magistral-limon-215-ml-25293/category/254/
00015|DETERG. MAGISTRAL BRIS.MARINA 1,4 lt|269.67||||Limpieza > Cocina > Detergentes y Lavavajillas Concentrados|8721ae71a8b276de5ff5b8923d829701/2/5/25296.jpg|http://maxiconsumo.com/sucursal_capital/catalog/product/view/id/1157/s/deterg-magistral-bris-marina-1-4-lt-25296/category/254/
00016|LAVAVAJ ALA ULT.OCEANO 300 ml|0||||Limpieza > Cocina > Detergentes y Lavavajillas Concentrados|8721ae71a8b276de5ff5b8923d829701/2/5/25324.jpg|http://maxiconsumo.com/sucursal_capital/catalog/product/view/id/1130/s/lavavaj-ala-ult-oceano-300-ml-25324/category/254/
00017|LAVAVAJ ALA ULT.OCEANO 500 ml|0||||Limpieza > Cocina > Detergentes y Lavavajillas Concentrados|8721ae71a8b276de5ff5b8923d829701/2/5/25325.jpg|http://maxiconsumo.com/sucursal_capital/catalog/product/view/id/1129/s/lavavaj-ala-ult-oceano-500-ml-25325/category/254/
00018|LAVAVAJ ALA ULT.LIM.DP 450 ml|42.9||||Limpieza > Cocina > Detergentes y Lavavajillas Concentrados|8721ae71a8b276de5ff5b8923d829701/2/5/25326.jpg|http://maxiconsumo.com/sucursal_capital/catalog/product/view/id/1128/s/lavavaj-ala-ult-lim-dp-450-ml-25326/category/254/
00019|LAVAVAJ ALA ULT.LIMON 750 ml|0||||Limpieza > Cocina > Detergentes y Lavavajillas Concentrados|8721ae71a8b276de5ff5b8923d829701/2/5/25327.jpg|http://maxiconsumo.com/sucursal_capital/catalog/product/view/id/1127/s/lavavaj-ala-ult-limon-750-ml-25327/category/254/
00020|DETERG. MAGISTRAL LIMON CREMA 300 ml|55.29||||Limpieza > Cocina > Detergentes y Lavavajillas Concentrados|8721ae71a8b276de5ff5b8923d829701/2/5/25639.jpg|http://maxiconsumo.com/sucursal_capital/catalog/product/view/id/834/s/deterg-magistral-limon-crema-300-ml-25639/category/254/
00021|DETERG. MAGISTRAL LIMON CREMA 500 ml|95.79||||Limpieza > Cocina > Detergentes y Lavavajillas Concentrados|8721ae71a8b276de5ff5b8923d829701/2/5/25640.jpg|http://maxiconsumo.com/sucursal_capital/catalog/product/view/id/833/s/deterg-magistral-limon-crema-500-ml-25640/category/254/
00022|DETERG. MAGISTRAL PUR ACTIVA 500 ml|95.79||||Limpieza > Cocina > Detergentes y Lavavajillas Concentrados|8721ae71a8b276de5ff5b8923d829701/2/5/25641.jpg|http://maxiconsumo.com/sucursal_capital/catalog/product/view/id/832/s/deterg-magistral-pur-activa-500-ml-25641/category/254/
00023|DETERG. MAGISTRAL PUR ACTIVA 750 ml|0||||Limpieza > Cocina > Detergentes y Lavavajillas Concentrados|8721ae71a8b276de5ff5b8923d829701/2/5/25642.jpg|http://maxiconsumo.com/sucursal_capital/catalog/product/view/id/831/s/deterg-magistral-pur-activa-750-ml-25642/category/254/
00024|DETERG. MAGISTRAL LIMON CREMA 215 ml|48.68||||Limpieza > Cocina > Detergentes y Lavavajillas Concentrados|8721ae71a8b276de5ff5b8923d829701/2/6/26047.jpg|http://maxiconsumo.com/sucursal_capital/catalog/product/view/id/446/s/deterg-magistral-limon-crema-215-ml-26047/category/254/
00025|BOLSA MAROLIO ECOLOGICA|18.92||||Limpieza > Cocina > Bolsas De Feria|8721ae71a8b276de5ff5b8923d829701/1/5/15699.jpg|http://maxiconsumo.com/sucursal_capital/catalog/product/view/id/6221/s/bolsa-marolio-ecologica-15699/category/252/
00026|BOLSA BUSGRAN FERIA PLASTICO|174.3||||Limpieza > Cocina > Bolsas De Feria|8721ae71a8b276de5ff5b8923d829701/2/1/21503.jpg|http://maxiconsumo.com/sucursal_capital/catalog/product/view/id/3777/s/bolsa-busgran-feria-plastico-21503/category/252/
00027|BOLSA MOLTO ECOLOGICA|18.92||||Limpieza > Cocina > Bolsas De Feria|8721ae71a8b276de5ff5b8923d829701/2/5/25067.jpg|http://maxiconsumo.com/sucursal_capital/catalog/product/view/id/1354/s/bolsa-molto-ecologica-25067/category/252/
00028|PALILLEROS DESAFIO 50 UN|187.44||||Limpieza > Cocina > Palilleros|8721ae71a8b276de5ff5b8923d829701/1/4/14098.jpg|http://maxiconsumo.com/sucursal_capital/catalog/product/view/id/6695/s/palilleros-desafio-50-un-14098/category/257/
00029|PALILLEROS ESENCIAL 50 UN|148.32||||Limpieza > Cocina > Palilleros|8721ae71a8b276de5ff5b8923d829701/1/5/15511.jpg|http://maxiconsumo.com/sucursal_capital/catalog/product/view/id/6298/s/palilleros-esencial-50-un-15511/category/257/
00030|PALILLEROS MAROLIO 50 UN|148.32||||Limpieza > Cocina > Palilleros|8721ae71a8b276de5ff5b8923d829701/1/9/19565.jpg|http://maxiconsumo.com/sucursal_capital/catalog/product/view/id/4717/s/palilleros-marolio-50-un-19565/category/257/
00031|PALILLEROS MAROLIO HOROSCOPO 50 UN|0||||Limpieza > Cocina > Palilleros|8721ae71a8b276de5ff5b8923d829701/2/2/22586.jpg|http://maxiconsumo.com/sucursal_capital/catalog/product/view/id/3214/s/palilleros-marolio-horoscopo-50-un-22586/category/257/
00032|LAVAVAJILLA BORA 10% LIMON 950 CC|0||||Limpieza > Cocina > Detergentes y Lavavajillas|8721ae71a8b276de5ff5b8923d829701/1/3/13543.jpg|http://maxiconsumo.com/sucursal_capital/catalog/product/view/id/6849/s/lavavajilla-bora-10-limon-950-cc-13543/category/253/
00033|LAVAVAJILLA BORA 10% LIMON 4 LT|189.26||||Limpieza > Cocina > Detergentes y Lavavajillas|8721ae71a8b276de5ff5b8923d829701/1/3/13548.jpg|http://maxiconsumo.com/sucursal_capital/catalog/product/view/id/6848/s/lavavajilla-bora-10-limon-4-lt-13548/category/253/
00034|LAVAVAJILLA ALA TE VERDE Y PERA 750 ML|0||||Limpieza > Cocina > Detergentes y Lavavajillas|8721ae71a8b276de5ff5b8923d829701/1/4/14505.jpg|http://maxiconsumo.com/sucursal_capital/catalog/product/view/id/6561/s/lavavajilla-ala-te-verde-y-pera-750-ml-14505/category/253/
00035|LAVAVAJILLA ALA CRISTALINO LIMON 1,25 LT|78.9||||Limpieza > Cocina > Detergentes y Lavavajillas|8721ae71a8b276de5ff5b8923d829701/1/7/17548.jpg|http://maxiconsumo.com/sucursal_capital/catalog/product/view/id/5614/s/lavavajilla-ala-cristalino-limon-1-25-lt-17548/category/253/
00036|DETERGENTE BORA 15% LIMON 600 CC|0||||Limpieza > Cocina > Detergentes y Lavavajillas|8721ae71a8b276de5ff5b8923d829701/2/0/20552.jpg|http://maxiconsumo.com/sucursal_capital/catalog/product/view/id/4311/s/detergente-bora-15-limon-600-cc-20552/category/253/
00037|DETERGENTE BORA 15% COLAGENO 350 CC|37.11||||Limpieza > Cocina > Detergentes y Lavavajillas|8721ae71a8b276de5ff5b8923d829701/2/1/21135.jpg|http://maxiconsumo.com/sucursal_capital/catalog/product/view/id/4017/s/detergente-bora-15-colageno-350-cc-21135/category/253/
00038|DETERGENTE BORA 15% NARANJA 600 CC|55.29||||Limpieza > Cocina > Detergentes y Lavavajillas|8721ae71a8b276de5ff5b8923d829701/2/1/21136.jpg|http://maxiconsumo.com/sucursal_capital/catalog/product/view/id/4016/s/detergente-bora-15-naranja-600-cc-21136/category/253/
00039|DETERGENTE BORA 15% ALOE 600 CC|55.29||||Limpieza > Cocina > Detergentes y Lavavajillas|8721ae71a8b276de5ff5b8923d829701/2/1/21138.jpg|http://maxiconsumo.com/sucursal_capital/catalog/product/view/id/4015/s/detergente-bora-15-aloe-600-cc-21138/category/253/
00040|DETERGENTE SUN PARA MAQUINA BOTELLA 1 KG|0||||Limpieza > Cocina > Detergentes y Lavavajillas|8721ae71a8b276de5ff5b8923d829701/2/1/21456.jpg|http://maxiconsumo.com/sucursal_capital/catalog/product/view/id/3800/s/detergente-sun-para-maquina-botella-1-kg-21456/category/253/
