categoria|rubro|id|producto|titulo|detalle|sku|imagen|regla_1|precio_1|regla_2|precio_2|regla_3|precio_3
Lacteos| Leche Condensada|227|http://tatito.com.ar/producto/leche-condensada-nestle-395g/|LECHE CONDENSADA NESTLE 395G|""|104740|http://tatito.com.ar/wp-content/uploads/2020/01/LECHE-CONDENSADA-NESTLE-395G.jpg|1 - 2|143.32|3+|132.7||
Lacteos| Leche en Polvo|187|http://tatito.com.ar/producto/leche-descremada-en-polvo-purisima-x-800-grs/|Leche Descremada en Polvo Purisima x 800 grs.|""|33871|http://tatito.com.ar/wp-content/uploads/2020/07/leche-en-polvo-purisima-descremada-800.jpg|1 - 2|395.0|3 - 11|340.69|12+|327.6
Lacteos| Leche en Polvo|187|http://tatito.com.ar/producto/leche-en-polvo-descremada-lheritier-350-gr/|Leche en Polvo Descremada Lheritier 350 gr.|""|110971|http://tatito.com.ar/wp-content/uploads/2020/05/leche-en-polvo-lheritier-800.jpg|1 - 2|195.0|3+|163.0||
Lacteos| Leche en Polvo|187|http://tatito.com.ar/producto/leche-nido-fort-t-ama-800gr/|Leche Nido Fort Tapa Amarilla 800Gr|""|100864|http://tatito.com.ar/wp-content/uploads/2020/01/LECHE-NIDO-CON-PROT-T-AMARILLA-800GR.jpg|1 - 2|485.0|3+|436.99||
Lacteos| Mantecas y Margarinas|140|http://tatito.com.ar/producto/manteca-s-y-s-x-200-grs/|Manteca S y S x 200 grs.|""|102448|http://tatito.com.ar/wp-content/uploads/2020/07/manteca-sys-200gr.jpg|1 - 2|99.0|3+|90.0||
Lacteos| Mantecas y Margarinas|140|http://tatito.com.ar/producto/margarina-danica-dorada-500-grs/|Margarina Danica Dorada 500 grs.|""|""|http://tatito.com.ar/wp-content/uploads/2020/05/margarina-danica-dorada-500.jpg|1 - 2|160.0|3+|137.28||
Lacteos| Mantecas y Margarinas|140|http://tatito.com.ar/producto/manteca-s-y-s/|MANTECA S Y S 100 GR.|""|102315|http://tatito.com.ar/wp-content/uploads/2020/05/manteca-sys-100gr.jpg|1 - 2|50.0|3+|39.0||
Lacteos| Mantecas y Margarinas|140|http://tatito.com.ar/producto/marg-margadan-200gr/|Margarina Margadan 200GR|""|5750|http://tatito.com.ar/wp-content/uploads/2020/01/MARG-MARGADAN-200GR.jpg|1 - 2|52.5|3+|46.5||
Lacteos| Mantecas y Margarinas|140|http://tatito.com.ar/producto/manteca-tonadita-100gr/|Manteca Tonadita 100 Gr|""|5762|http://tatito.com.ar/wp-content/uploads/2020/01/MANTECA-TONADITA-100GR.jpg|1 - 2|54.0|3+|46.8||
Lacteos| Mantecas y Margarinas|140|http://tatito.com.ar/producto/marg-margadan-500gr/|Margarina Margadan 500 Grs.|""|5755|http://tatito.com.ar/wp-content/uploads/2020/01/MARG-MARGADAN-500GR.jpg|1 - 2|130.0|3+|111.94||
Lacteos| Mantecas y Margarinas|140|http://tatito.com.ar/producto/marg-danica-d-200gr/|Margarina Danica Dorada 200 grs.|""|100537|http://tatito.com.ar/wp-content/uploads/2020/01/MARG-DANICA-D-200GR.jpg|1 - 2|68.0|3+|58.13||
Lacteos| Quesos|78|http://tatito.com.ar/producto/queso-crema-light-la-paulina-x-290-grs/|Queso Crema Light La Paulina X 290 grs.|""|1040991|http://tatito.com.ar/wp-content/uploads/2020/05/queso-crema-light-la-paulina-290.jpg|1 - 2|105.1|3+|96.09||
Lacteos| Quesos|78|http://tatito.com.ar/producto/queso-finlandia-light-x-200g/|QUESO FINLANDIA LIGHT X 200G|""|1000801|http://tatito.com.ar/wp-content/uploads/2020/04/QUESO-FINLANDIA-LIGHT.jpg|1 - 2|105.0|3+|92.7||
Lacteos| Quesos|78|http://tatito.com.ar/producto/queso-unt-ls-todos-x-200g/|QUESO FINLANDIA CLASICO X 200G|""|100080|http://tatito.com.ar/wp-content/uploads/2019/11/QUESO-FINLANDIA-CLASICO.jpg|1 - 2|105.0|3+|92.7||
Lacteos| Quesos|78|http://tatito.com.ar/producto/rall-chef-x-40-gr/|Queso Rallado Chef X 40 Grs.|""|102585|http://tatito.com.ar/wp-content/uploads/2020/01/default.jpg|1 - 2|25.0|3+|20.8||
Lacteos| Quesos|78|http://tatito.com.ar/producto/queso-unt-la-paulina-x-200gr/|QUESO UNTABLE LA PAULINA X 200GR VS SABORES|""|5006|http://tatito.com.ar/wp-content/uploads/2019/11/QUESO-UNT-LA-PAULINA.jpg|1 - 2|94.29|3+|86.21||
Lacteos| Quesos|78|http://tatito.com.ar/producto/queso-crema-la-paulina-x-290/|Queso Crema Tradicional La Paulina X 290 grs.|""|104099|http://tatito.com.ar/wp-content/uploads/2019/11/queso-crema-tradicional-la-paulina-290.jpg|1 - 2|105.1|3+|96.09||
Lacteos| Yogures|146|http://tatito.com.ar/producto/yogur-yofrey-manfrey-x-120-grs/|Yogur Yofrey Manfrey x 120 grs.|""|49551|http://tatito.com.ar/wp-content/uploads/2020/07/yogur-manfrey-yofrey-120.jpg|1 - 2|43.0|3+|39.41||
Lacteos| Yogures|146|http://tatito.com.ar/producto/yogur-manfrey-c-cereal-163gr/|YOGUR MANFREY C/CEREAL 163GR|""|4955|http://tatito.com.ar/wp-content/uploads/2019/11/yogur-manfrey-cereal-163.jpg|1 - 2|43.0|3+|39.41||
Lacteos| Yogures|146|http://tatito.com.ar/producto/yogur-yofrey-120gr/|YOGUR YOFREY 120GR|""|1828|http://tatito.com.ar/wp-content/uploads/2020/01/YOGUR-YOFREY-120GR.jpg|1 - 2|28.5|3+|24.28||
Lacteos| Yogures|146|http://tatito.com.ar/producto/yogur-santa-maria-vasito-125cc/|YOGUR SANTA MARIA VASITO 125CC|""|4888|http://tatito.com.ar/wp-content/uploads/2020/01/YOGUR-SANTA-MARIA-VASITO-125CC.jpg|1 - 2|22.0|3+|18.2||
Lacteos| Yogures|146|http://tatito.com.ar/producto/yogur-cerros-tuc-1lt/|Yogur Cerros Tucumanos 1 Lts.|""|4915|http://tatito.com.ar/wp-content/uploads/2020/01/YOGUR-CERROS-TUC-1LT.jpg|1 - 2|59.99|3+|52.99||
Lacteos| Crema de Leche|82|http://tatito.com.ar/producto/crema-de-leche-her-bal-x-200gr/|Crema De Leche Her Bal X 200 Grs.|""|103058|http://tatito.com.ar/wp-content/uploads/2019/11/crema-de-leche-herbal-250.jpg|1 - 2|68.0|3+|56.81||
Lacteos| Crema de Leche|82|http://tatito.com.ar/producto/crema-de-leche-ls-doble-200gr/|Crema De Leche La Serenisima Doble 200 Grs.|""|4928|http://tatito.com.ar/wp-content/uploads/2020/01/CREMA-DE-LECHE-LS-DOBLE-200GR.jpg|1 - 2|100.0|3+|89.12||
Lacteos| Crema de Leche|82|http://tatito.com.ar/producto/crema-de-leche-santa-maria-200gr/|CREMA DE LECHE SANTA MARIA 200GR|""|7475|http://tatito.com.ar/wp-content/uploads/2020/01/CREMA-DE-LECHE-SANTA-MARIA-200GR-e1587147275291.jpg|1 - 2|68.0|3+|59.15||
Lacteos| Dulce de Leche|157|http://tatito.com.ar/producto/dulce-de-leche-repostero-manfrey-x-400-grs/|Dulce de Leche Repostero Manfrey x 400 grs.|""|7099|http://tatito.com.ar/wp-content/uploads/2020/07/Dulce-de-leche-manfrey-repostero-400.jpg|1 - 2|108.0|3+|94.25||
Lacteos| Dulce de Leche|157|http://tatito.com.ar/producto/dulce-de-leche-tradicional-tremblay-x-400-grs/|Dulce de Leche Tradicional Tremblay x 400 grs.|""|7100|http://tatito.com.ar/wp-content/uploads/2020/07/Dulce-de-leche-tremblay-400.jpg|1 - 2|87.0|3+|75.27||
Lacteos| Dulce de Leche|157|http://tatito.com.ar/producto/dulce-de-leche-tradicional-tremblay-x-250-grs/|Dulce de Leche Tradicional Tremblay x 250 grs.|""|7101|http://tatito.com.ar/wp-content/uploads/2020/07/Dulce-de-leche-tremblay-250.jpg|1 - 2|56.5|3+|49.0||
Lacteos| Dulce de Leche|157|http://tatito.com.ar/producto/dulce-de-leche-clasico-manfrey-x-250-grs/|Dulce de Leche Clasico Manfrey x 250 grs.|""|5044|http://tatito.com.ar/wp-content/uploads/2020/05/Dulce-de-leche-manfrey-250.jpg|1 - 2|66.0|3+|55.53||
Lacteos| Dulce de Leche|157|http://tatito.com.ar/producto/dulce-de-leche-clasico-manfrey-x-400-grs/|Dulce de Leche Clasico Manfrey x 400 grs.|""|5052|http://tatito.com.ar/wp-content/uploads/2020/05/Dulce-de-leche-manfrey-400.jpg|1 - 2|97.0|3+|85.76||
Lacteos| Dulce de Leche|157|http://tatito.com.ar/producto/dulce-leche-cerros-tuc-1-kg/|Dulce de Leche Cerros Tucumanos 1 Kg.|""|104679|http://tatito.com.ar/wp-content/uploads/2020/01/DULCE-LECHE-CERROS-TUC-1-KG.jpg|1 - 2|218.0|3+|189.01||
Lacteos| Dulce de Leche|157|http://tatito.com.ar/producto/dulce-leche-santa-maria-250gr/|DULCE DE LECHE SANTA MARIA 250GR|""|5042|http://tatito.com.ar/wp-content/uploads/2020/01/DULCE-LECHE-SANTA-MARIA-250GR.jpg|1 - 2|55.0|3+|45.24||
Lacteos| Dulce de Leche|157|http://tatito.com.ar/producto/dulce-leche-santa-maria-400gr/|Dulce de Leche Santa Maria 400 Grs.|""|1206|http://tatito.com.ar/wp-content/uploads/2020/01/DULCE-LECHE-SANTA-MARIA-400GR.jpg|1 - 2|83.75|3+|72.0||
Lacteos| Flan|215|http://tatito.com.ar/producto/flan-manfrey-120gr/|Flan Manfrey 120Gr|""|3451|http://tatito.com.ar/wp-content/uploads/2020/01/FLAN-MANFREY-120GR.jpg|1 - 2|33.0|3+|28.89||
Limpieza| Papel Higiénico|125|http://tatito.com.ar/producto/papel-higienico-higienol-export-4-x-30-mts/|Papel Higienico Higienol Export 4 x 30 mts|Hoja Simple.-|2758|http://tatito.com.ar/wp-content/uploads/2020/05/papel-higienico-higienol-x4.jpg|1 - 2|65.0|3+|50.0||
Limpieza| Papel Higiénico|125|http://tatito.com.ar/producto/hig-camp-text-4un/|PAPEL HIGIENICO CAMPANITA TEXT 4UN|""|2787|http://tatito.com.ar/wp-content/uploads/2020/01/HIG-CAMP-TEXT-4UN.jpg|1 - 2|56.0|3+|41.6||
Limpieza| Papel Higiénico|125|http://tatito.com.ar/producto/hig-camp-soft-4un/|PAPEL HIGIENICO CAMPANITA SOFT 4UN|""|2772|http://tatito.com.ar/wp-content/uploads/2020/01/HIG-CAMP-CLAC-AMAR-AZUL-4-30M.jpg|1 - 2|60.0|3+|47.75||
Limpieza| Protección Femenina|129|http://tatito.com.ar/producto/protec-calipso-x-20un/|Protector Calipso Normal x 20 sin desodorante|""|102900|http://tatito.com.ar/wp-content/uploads/2019/11/protector-calipso-normal-x20-1.jpg|1 - 2|45.0|3+|39.0||
Limpieza| Protección Femenina|129|http://tatito.com.ar/producto/toall-calipso-plus-verde-8u/|Toalla Calipso Normal con Gel con Alas x 8 uds.|""|100725|http://tatito.com.ar/wp-content/uploads/2020/01/TOALL-CALIPSO-PLUS-VERDE.8U..jpg|1 - 2|33.0|3+|28.6||
Limpieza| Rollos de Cocina|124|http://tatito.com.ar/producto/roll-coc-sol-mayor-x-3un/|ROLLO DE COCINA SOL MAYOR X 3UN|""|2935|http://tatito.com.ar/wp-content/uploads/2020/01/ROLL-COC-SOL-MAYOR-X-3UN.jpg|1 - 2|60.0|3+|52.09||
Limpieza| Shampoo|191|http://tatito.com.ar/producto/jabon-dove-x-90-grs/|Jabon Dove x 90 grs.|""|191929|http://tatito.com.ar/wp-content/uploads/2020/07/jabon-dove-90.jpg|1 - 2|62.0|3+|52.0||
Limpieza| Shampoo|191|http://tatito.com.ar/producto/shampoo-sedal-crema-balance-sachet-caja-24-x10-grs/|Shampoo Sedal Crema Balance Sachet Caja 24 x10 Grs.|""|59931|http://tatito.com.ar/wp-content/uploads/2020/05/shampoo-sedal-crema-balance.jpg|1 - 2|179.99|3+|179.99||
Limpieza| Shampoo|191|http://tatito.com.ar/producto/shamp-sedal-sach-24-10gr/|Shampoo Sedal Restauracion Instantanea Sachet Caja 24 x10 Grs.|""|5993|http://tatito.com.ar/wp-content/uploads/2019/11/shampoo-sedal-restauracion-instantanea.jpg|1 - 2|179.99|3+|179.99||
Limpieza| Shampoo|191|http://tatito.com.ar/producto/jabon-argentino-toc-3-80gr/|Jabon Argentino Tocador 3 x 80 Grs.|""|2278|http://tatito.com.ar/wp-content/uploads/2019/11/JABON-ARGENTINO-TOC-3-80GR.jpg|1 - 2|56.0|3+|45.0||
Limpieza| Shampoo|191|http://tatito.com.ar/producto/shamp-suave-930ml/|SHAMPOO SUAVE 930ML|""|5989|http://tatito.com.ar/wp-content/uploads/2019/11/SHAMP-SUAVE-930ML.jpg|1 - 2|105.0|3+|91.0||
Limpieza| Shampoo|191|http://tatito.com.ar/producto/jabon-lux-125gr/|JABON LUX 125GR|""|2299|http://tatito.com.ar/wp-content/uploads/2019/11/JABON-LUX-125.jpg|1 - 2|43.5|3+|37.31||
Limpieza| Shampoo|191|http://tatito.com.ar/producto/acond-suave-jazmin-930/|Acondicionador Suave Aloe Vera y Pepino 930 Ml.|""|6028|http://tatito.com.ar/wp-content/uploads/2019/11/acondicionador-suave-aloe-y-pepino-930.jpg|1 - 2|105.0|3+|91.0||
Limpieza| Shampoo|191|http://tatito.com.ar/producto/jabon-drive-400gr/|JABON DRIVE 400GR|""|2250|http://tatito.com.ar/wp-content/uploads/2019/11/JABON-DRIVE-400GR.jpg|1 - 2|55.0|3+|46.67||
Limpieza| Suavizante|222|http://tatito.com.ar/producto/suavizante-vivere-plancha-facil-900m/|SUAVIZANTE VIVERE PLANCHA FACIL 900M|""|101820|http://tatito.com.ar/wp-content/uploads/2020/04/SUAVIZANTE-VIVERE-PLANCHA-FACIL.jpg|1 - 2|90.95|3+|78.83||
Limpieza| Suavizante|222|http://tatito.com.ar/producto/suav-borita-x-900ml-todos/|SUAVIZANTE BORITA X 900ML TODOS|""|2626|http://tatito.com.ar/wp-content/uploads/2020/01/SUAV-BORITA-X-900ML-TODOS.jpg|1 - 2|85.0|3+|71.93||
Limpieza| Varios|206|http://tatito.com.ar/producto/algodon-ejemplar-65-grs/|Algodon Ejemplar 65 grs.|""|103350|http://tatito.com.ar/wp-content/uploads/2020/07/algodon-ejemplar-65grs.jpg|1 - 2|40.0|3+|34.75||
Limpieza| Varios|206|http://tatito.com.ar/producto/lustra-muebles-blem-360-cc/|Lustra Muebles Blem 360 cc|""|100658|http://tatito.com.ar/wp-content/uploads/2020/07/lustra-muebles-blem-360.jpg|1 - 2|167.0|3+|143.0||
Limpieza| Varios|206|http://tatito.com.ar/producto/desinfectante-lysoform-360-cm3/|Desinfectante Lysoform 360 cm3|""|100531|http://tatito.com.ar/wp-content/uploads/2020/07/desinfectante-lysoform-360.jpg|1 - 2|175.0|3+|149.99||
Limpieza| Varios|206|http://tatito.com.ar/producto/desodorante-glade-campos-de-jazmin-360-cc/|Desodorante Glade Campos de Jazmin 360 cc|""|28531|http://tatito.com.ar/wp-content/uploads/2020/07/desodorante-glade-jazmin-360.jpg|1 - 2|90.0|3+|77.45||
Limpieza| Varios|206|http://tatito.com.ar/producto/desodorante-glade-campos-de-lavanda-360-cc/|Desodorante Glade Campos de Lavanda 360 cc|""|2853|http://tatito.com.ar/wp-content/uploads/2020/07/desodorante-glade-lavanda-360.jpg|1 - 2|90.0|3+|77.45||
Limpieza| Varios|206|http://tatito.com.ar/producto/cif-crema-original-x-750-grs/|Cif Crema Original x 750 grs.|""|2428|http://tatito.com.ar/wp-content/uploads/2020/05/cif-crema-750.jpg|1 - 2|115.0|3+|97.5||
Limpieza| Varios|206|http://tatito.com.ar/producto/cif-crema-original-x-375-grs/|Cif Crema Original x 375 grs.|""|2512|http://tatito.com.ar/wp-content/uploads/2020/05/cif-crema-375.jpg|1 - 2|80.0|3+|67.58||
Limpieza| Varios|206|http://tatito.com.ar/producto/esp-make-bronce/|ESPONJA MAKE BRONCE|""|2743|http://tatito.com.ar/wp-content/uploads/2020/01/ESP-MAKE-BRONCE.jpg|1 - 2|26.0|3+|22.43||
Limpieza| Varios|206|http://tatito.com.ar/producto/cabo-escoba-madera/|Cabo Escoba Madera|""|7117|http://tatito.com.ar/wp-content/uploads/2020/01/CABO-ESCOBA-MADERA.jpg|1 - 2|27.0|3+|22.1||
Limpieza| Varios|206|http://tatito.com.ar/producto/velas-relieve-colonial-x-4u-gr/|VELAS RELIEVE/COLONIAL X 4U.GR|""|103426|http://tatito.com.ar/wp-content/uploads/2020/01/VELAS-RELIEVE-COLONIAL-X-4U.GR_.jpg|1 - 2|14.49|3+|12.5||
Limpieza| Varios|206|http://tatito.com.ar/producto/secador-sachi-40/|Secador Sachi 40|""|2994|http://tatito.com.ar/wp-content/uploads/2020/01/SECADOR-SACHI-40.jpg|1 - 2|220.0|3+|196.02||
Limpieza| Varios|206|http://tatito.com.ar/producto/cif-bano-dpack-verd-500cc/|Cif Bano Doypack Verde 500 Cc.|""|2511|http://tatito.com.ar/wp-content/uploads/2020/01/CIF-BANO-DPACK-VERD-500CC.jpg|1 - 2|60.0|3+|50.7||
Limpieza| Varios|206|http://tatito.com.ar/producto/escobillon-fede-sin-cabo/|ESCOBILLON FEDE SIN CABO|""|5213|http://tatito.com.ar/wp-content/uploads/2020/01/ESCOBILLON-FEDE-SIN-CABO.jpg|1 - 2|125.0|3+|107.9||
Limpieza| Varios|206|http://tatito.com.ar/producto/dent-colgate-70gr/|Dentifrico Colgate 180 Grs.|""|7468|http://tatito.com.ar/wp-content/uploads/2019/11/dentifrico-colgate-180.jpg|1 - 2|198.0|3+|168.12||
Limpieza| Varios|206|http://tatito.com.ar/producto/pano-amarillo-s-membrete/|PANO AMARILLO S/MEMBRETE|""|104306|http://tatito.com.ar/wp-content/uploads/2020/01/PANO-AMARILLO-SIN-MEMBRETE.jpg|1 - 2|29.0|3+|23.79||
Limpieza| Virulana|220|http://tatito.com.ar/producto/esponja-de-fibra-flexol/|Esponja de Fibra Flexol|""|102597|http://tatito.com.ar/wp-content/uploads/2020/06/Esponja-Fibra-flexol.jpg|1 - 2|18.5|3+|15.53||
Limpieza| Alcohol|224|http://tatito.com.ar/producto/alcohol-en-gel-san-iginio-x-250-cc/|Alcohol en Gel San Iginio x 250 cc|""|111404|||||||
Limpieza| Dentifrico|164|http://tatito.com.ar/producto/dentifrico-odol-180-gr/|Dentifrico Odol 180 Gr.|""|5952|http://tatito.com.ar/wp-content/uploads/2020/05/dentifrico-odol-180.jpg|1 - 2|172.0|3+|146.91||
Limpieza| Dentifrico|164|http://tatito.com.ar/producto/dentifrico-colgate-70-grs/|Dentifrico Colgate 70 Grs.|""|5957|http://tatito.com.ar/wp-content/uploads/2019/11/dentrifico-colgate-70g.jpg|1 - 2|78.0|3+|65.0||
Limpieza| Dentifrico|164|http://tatito.com.ar/producto/dentifrico-kolynos-180-gr/|Dentifrico Kolynos 180 Gr|""|159957|http://tatito.com.ar/wp-content/uploads/2020/05/dentifrico-kolynos-180.jpg|1 - 2|179.0|3+|151.0||
Limpieza| Dentifrico|164|http://tatito.com.ar/producto/dent-colgate-70gr/|Dentifrico Colgate 180 Grs.|""|7468|http://tatito.com.ar/wp-content/uploads/2019/11/dentifrico-colgate-180.jpg|1 - 2|198.0|3+|168.12||
Limpieza| Dentifrico|164|http://tatito.com.ar/producto/dent-odol-70gr/|DENTIFRICO ODOL 70GR|""|5975|http://tatito.com.ar/wp-content/uploads/2019/11/dentifrico-odol-70.jpg|1 - 2|76.0|3+|64.87||
Limpieza| Desodorante de piso|214|http://tatito.com.ar/producto/limpiador-glade-liquido-x-900-ml/|Limpiador Glade Liquido x 900 ml|""|102641|http://tatito.com.ar/wp-content/uploads/2020/06/limpiador-glade-900-ml.jpg|1 - 2|62.0|3+|52.64||
Limpieza| Desodorante de piso|214|http://tatito.com.ar/producto/limp-sedilee-4-5-lt/|Limpiador Sedilee 4.5 Lts.|""|104637|http://tatito.com.ar/wp-content/uploads/2020/01/LIMP-SEDILEE-4.5-LT.jpg|1 - 2|141.86|3+|141.86||
Limpieza| Desodorante Hombre/Mujer|234|http://tatito.com.ar/producto/desodorante-dove-mujer-original-150-ml/|Desodorante Dove Mujer Original 150 ml.|""|C11985O9349|http://tatito.com.ar/wp-content/uploads/2020/07/desodorante-dove-original-150ml.jpg|1 - 2|167.99|3+|146.49||
Limpieza| Desodorante Hombre/Mujer|234|http://tatito.com.ar/producto/desodorante-rexona-clinical-men-48-grs/|Desodorante Rexona Clinical Men 48 grs.|""|C21407oferta0|http://tatito.com.ar/wp-content/uploads/2020/07/rexona-clinical-men-48g.jpg|1 - 2|289.99|3+|263.99||
Limpieza| Desodorante Hombre/Mujer|234|http://tatito.com.ar/producto/desodorante-rexona-odorono-60-grs/|Desodorante Rexona Odorono 60 grs.|""|C6806O6136|http://tatito.com.ar/wp-content/uploads/2020/07/Desodorante-rexona-odorono-60grs.jpg|1 - 2|95.29|3+|82.99||
Limpieza| Desodorante Hombre/Mujer|234|http://tatito.com.ar/producto/desodorante-rexona-forest-150-ml/|Desodorante Rexona Forest 150 ml.|""|C10999O7869|http://tatito.com.ar/wp-content/uploads/2020/07/rexona-forest-men-150ml.jpg|1 - 2|153.99|3+|134.99||
Limpieza| Detergente|201|http://tatito.com.ar/producto/detergente-magistral-x-300-cc/|Detergente Magistral x 300 cc|""|1721|http://tatito.com.ar/wp-content/uploads/2020/07/detergente-magistral-300.jpg|1 - 2|75.0|3+|64.44||
Limpieza| Detergente|201|http://tatito.com.ar/producto/detergente-magistral-x-500-cc/|Detergente Magistral x 500 cc|""|101384|http://tatito.com.ar/wp-content/uploads/2020/07/detergente-magistral-x500.jpg|1 - 2|122.0|3+|105.29||
Limpieza| Detergente|201|http://tatito.com.ar/producto/deter-camellito-ropa-fina-120ml/|Detergente Camellito Ropa Fina 120 Ml.|""|2384|http://tatito.com.ar/wp-content/uploads/2019/11/camellito-ropa-fina-120ml.jpg|1 - 2|36.67|3+|31.33||
Limpieza| Lavandina|190|http://tatito.com.ar/producto/lavandina-x5-1lt/|LAVANDINA X5 1LT.|""|2395|http://tatito.com.ar/wp-content/uploads/2020/05/LAVANDINA-X5-1LT.jpg|1 - 2|47.0|3+|39.94||
Limpieza| Lavandina|190|http://tatito.com.ar/producto/lavandina-x5-4lt/|LAVANDINA X5 4LT.|""|2397|http://tatito.com.ar/wp-content/uploads/2020/04/LAVANDINA-X5-4LT.jpg|1 - 2|205.0|3+|175.83||
Limpieza| Lavavajillas|126|http://tatito.com.ar/producto/lavav-ala-750ml/|Lavavajillas Ala  750Ml|""|1380|http://tatito.com.ar/wp-content/uploads/2020/01/LAVAV-ALA-750ML.jpg|1 - 2|63.5|3+|52.6||
Limpieza| Limpiador de Ropa|189|http://tatito.com.ar/producto/jabon-ariel-liquido-doypack-x-400-ml/|Jabon Ariel Liquido Doypack x 400 ml|""|104080|http://tatito.com.ar/wp-content/uploads/2020/05/jabon-ariel-400-ml.jpg|1 - 2|69.9|3+|59.46||
Limpieza| Limpiador de Ropa|189|http://tatito.com.ar/producto/jabon-ace-liquido-doypack-x-400-ml/|Jabon Ace Liquido Doypack x 400 ml|""|104082|http://tatito.com.ar/wp-content/uploads/2020/05/jabon-ace-doypack-400.jpg|1 - 2|68.0|3+|57.34||
Limpieza| Limpiador de Ropa|189|http://tatito.com.ar/producto/jabon-ace-liquido-doypack-x-800-ml/|Jabon Ace Liquido Doypack x 800 ml|""|104081|http://tatito.com.ar/wp-content/uploads/2020/05/jabon-ace-doypack-800.jpg|1 - 2|112.0|3+|94.76||
Limpieza| Limpiador de Ropa|189|http://tatito.com.ar/producto/camellito-rop-fina-450-dpack/|Camellito Ropa Fina 450 ml Doypack|""|101821|http://tatito.com.ar/wp-content/uploads/2020/01/CAMELLITO-ROP-FINA-450-DPACK.jpg|1 - 2|98.55|3+|82.12||
Limpieza| Limpiador de Ropa|189|http://tatito.com.ar/producto/jabon-drive-800gr/|JABON DRIVE 800GR|""|100785|http://tatito.com.ar/wp-content/uploads/2020/01/JABON-DRIVE-800GR.jpg|1 - 2|98.0|3+|84.5||
Limpieza| Limpiador de Ropa|189|http://tatito.com.ar/producto/jabon-ala-400gr/|Jabon Ala Matic 400 Grs.|""|2237|http://tatito.com.ar/wp-content/uploads/2020/01/JABON-ALA-400GR.jpg|1 - 2|70.0|3+|60.05||
Limpieza| Limpiador de Ropa|189|http://tatito.com.ar/producto/jabon-ala-pan-200gr/|JABON ALA PAN 200GR|""|2287|http://tatito.com.ar/wp-content/uploads/2020/01/JABON-ALA-PAN-200GR.jpg|1 - 2|49.0|3+|41.46||
Limpieza| Limpiador de Ropa|189|http://tatito.com.ar/producto/jabon-ala-800gr/|JABON ALA MATIC 800GR|""|101236|http://tatito.com.ar/wp-content/uploads/2020/01/JABON-ALA-800GR.jpg|1 - 2|120.0|3+|99.0||
Limpieza| Limpiador de Ropa|189|http://tatito.com.ar/producto/jabon-zorro-400gr/|Jabon Zorro Plus Matic  400 Gr|""|2210|http://tatito.com.ar/wp-content/uploads/2019/11/jabon-zorro-plus-matic-400-gr.jpg|1 - 2|53.0|3+|45.5||
Panadería| Pebete|163|http://tatito.com.ar/producto/pebete-x6-pandino/|Pebete X6 Pandino|""|103487|http://tatito.com.ar/wp-content/uploads/2020/01/default.jpg|1 - 2|75.0|3+|65.0||
Panadería| Prepizzas|107|http://tatito.com.ar/producto/prepizas-tatito-x-3/|Prepizzas Tatito x 3 (Albertus)|""|101838|http://tatito.com.ar/wp-content/uploads/2020/01/default.jpg|1 - 2|79.0|3+|68.25||
Panadería| Chips|171|http://tatito.com.ar/producto/chips-pandino/|Chips Pandino|""|103490|http://tatito.com.ar/wp-content/uploads/2020/01/default.jpg|1 - 2|55.0|3+|50.0||
Panadería| Lactal|110|http://tatito.com.ar/producto/pan-lactal-salvado-don-francisco-albertus/|PAN LACTAL SALVADO DON FRANCISCO (ALBERTUS)|""|104033|http://tatito.com.ar/wp-content/uploads/2020/01/default.jpg|1 - 2|52.0|3+|44.2||
Panadería| Lactal|110|http://tatito.com.ar/producto/pan-don-franc-lactal-y-salv/|PAN LACTAL BLANCO DON FRANCISCO (ALBERTUS)|""|104031|http://tatito.com.ar/wp-content/uploads/2020/01/default.jpg|1 - 2|52.0|3+|44.2||
Panadería| Lactal|110|http://tatito.com.ar/producto/pan-lactal-fargo-mix-cereal530/|Pan Lactal de Salvado con Semillas 350 gr.|""|104236|http://tatito.com.ar/wp-content/uploads/2019/11/pan-lactal-salvado-semillado.jpg|1 - 2|109.99|3+|99.99||
Panadería| Miga|156|http://tatito.com.ar/producto/miga-delizioso-10-fet/|Pan de Miga Delizioso|""|6206|http://tatito.com.ar/wp-content/uploads/2020/01/default.jpg|1 - 2|112.0|3+|100.21||
Panadería| Pan de Hamburguesa|141|http://tatito.com.ar/producto/pan-hamb-x4-pandino/|Pan Hamburguesa X4 Pandino|""|103486|http://tatito.com.ar/wp-content/uploads/2020/01/default.jpg|1 - 2|45.0|3+|40.0||
Panadería| Pan de Hamburguesa|141|http://tatito.com.ar/producto/pan-tatito-hamb-4ud/|Pan de Hamburguesa Tatito 4 uds. (Albertus)|""|101544|http://tatito.com.ar/wp-content/uploads/2020/01/default.jpg|1 - 2|38.0|3+|30.6||
Panadería| Pan de Viena|142|http://tatito.com.ar/producto/pan-viena-x6-pandino/|Pan Viena  X6 Pandino|""|103485|http://tatito.com.ar/wp-content/uploads/2020/01/default.jpg|1 - 2|45.0|3+|40.0||
Panadería| Pan de Viena|142|http://tatito.com.ar/producto/pan-tatito-viena-6ud/|Pan de Viena Tatito 6 uds. (Albertus)|""|101543|http://tatito.com.ar/wp-content/uploads/2020/01/default.jpg|1 - 2|38.0|3+|32.5||
