GRUPO;DESC.GRUPO;S.GRUPO;DESC.SUBGRUPO;COD.PROV;COD.PROD;PRODUCTO;COD.BARRA;KILOS;LITROS;UNIDADES;CANT TOT;PARTIC;TOTAL
97;PANIFICACION;8;TORTILLA - BOLLO;418;97067;TORTILLAS VILLECCO                  XUND;;0;0;17718;17718;2,98702525445728;17718
33;AZUCAR;1;AZUCAR;5888;33001;AZUCAR SURCO                        X1KG;7793593000016;7067;0;0;7067;1,191404643484;7067
89;POLLO;1;ENTEROS;5208;89023;POLLO FRESCO TRES ARROYOS            XKG;;6681,66;0;0;6681,66;1,12644131175624;6681,66
94;ENCURTIDOS - DULCES Y FRUTAS SECAS;4;HUEVOS;5481;94095;HUEVO COLOR LA ASUNCION             X6UN;7798021960023;0;0;33678;5613;0,946279080780488;5613
97;PANIFICACION;9;MEDIALUNAS - FACTURAS;418;97075;FACTURAS VILLECCO DE MANTECA      X UNID;;0;0;5558;5558;0,937006793332969;5558
70;VERDURAS;1;VERDURAS EN GENERAL;5465;70029;PAPA SUELTA-                         XKG;;5141,7;0;0;5141,7;0,866824006707471;5141,7
97;PANIFICACION;9;MEDIALUNAS - FACTURAS;418;97071;MEDIALUNAS VILLECCO DE MANTECA    X UNID;;0;0;5099,01;5099,01;0,859627025777751;5099,01
75;CARNICERIA;1;CARNE VACUNA - MENUDENCIAS;5564;75601;PUCHERO COMUN NOVILLO                XKG;;4892,37;0;0;4892,37;0,824790198902198;4892,37
90;LACTEOS;8;LECHE EN SACHET;389;90058;LECHE ARMONIA ENTERA SACHET-305-    X1LT;7793940305009;0;4708;0;4708;0,793707805507668;4708
97;PANIFICACION;1;PAN XKG;418;97057;PAN VILLECCO FRANCES                 XKG;;3616,77;0;0;3616,77;0,609740564937546;3616,77
92;REFRIGERADOS - EMBUTIDOS;3;HAMBURGUESAS;5590;92028;HAMBURGUESA PATY FINAS -2014-       X2UN;7790670001577;0;0;7146;3573;0,602361509999766;3573
92;REFRIGERADOS - EMBUTIDOS;3;HAMBURGUESAS;357;92910;MEDALLON CARNE SWIFT CLASICA-21526- X2UN;7790360966797;0;0;6916;3458;0,582973999882225;3458
71;FRUTAS;1;FRUTAS;5542;71033;NARANJA CRIOLLA CALILEGUA            XKG;;3401,01;0;0;3401,01;0,57336622421615;3401,01
97;PANIFICACION;1;PAN XKG;418;97120;PAN PARRILLERO VILLECCO ESP.-        XUN;;0;0;3365;3365;0,567295404743692;3365
90;LACTEOS;8;LECHE EN SACHET;389;90404;LECHE LA SERENISIMA C/CALC.DES.SACH-X1LT;7793940109003;0;3317;0;3317;0,559203226607675;3317
70;VERDURAS;1;VERDURAS EN GENERAL;5542;70026;TOMATE PERITA                        XKG;777795121520144;3268,56;0;0;3268,56;0,551036870172078;3268,56
32;LECHE;3;LECHES LARGA VIDA;255;32052;LECHE LV MILKAUT-2132-DES.VIT.A,DYC X1LT;7794820015100;0;3060;0;3060;0,515876356171084;3060
7;BEBIDAS;4;GASEOSAS;5627;7931;GASEOSA COCA COLA -195-          X2.25LT;7790895000997;0;6700,5;0;2978;0,502052218522055;2978
71;FRUTAS;1;FRUTAS;5541;71028;MANZANA DELICIOSA                    XKG;;2858,17;0;0;2858,17;0,481850432979577;2858,17
75;CARNICERIA;1;CARNE VACUNA - MENUDENCIAS;5564;75160;MOLIDA ESPECIAL NOVILLO              XKG;;2782;0;0;2782;0,469009157799985;2782
70;VERDURAS;1;VERDURAS EN GENERAL;5542;70013;TOMATE LARGA VIDA                    XKG;;2725,31;0;0;2725,31;0,45945195824726;2725,31
70;VERDURAS;1;VERDURAS EN GENERAL;6155;70193;CHOCLO HIBRIDO                       XUN;;0;0;2638;2638;0,444732623391934;2638
75;CARNICERIA;1;CARNE VACUNA - MENUDENCIAS;5564;75173;GRASA DE NOVILLO                     XKG;06334;2480,9;0;0;2480,9;0,418247598700929;2480,9
71;FRUTAS;1;FRUTAS;6176;71016;BANANA                               XKG;;2426,62;0;0;2426,62;0,40909669392545;2426,62
71;FRUTAS;1;FRUTAS;6155;71009;MANDARINA MURCOTT                    XKG;;2353,32;0;0;2353,32;0,396739263563574;2353,32
8;GOLOSINAS;3;CHUPETINES;326;8110;CHUPETIN PICO DULCE -                XUN;7792860017641;0;0;2312;2312;0,389773246884819;2312
7;BEBIDAS;4;GASEOSAS;5627;78067;GASEOSA COCA COLA -170-           X1.5LT;7790895000430;0;3364,5;0;2243;0,378140740814295;2243
70;VERDURAS;1;VERDURAS EN GENERAL;5648;70028;ZANAHORIA (SUELTA)                   XKG;;1986,97;0;0;1986,97;0,334977399810869;1986,97
90;LACTEOS;8;LECHE EN SACHET;389;90625;LECHE LA SEREN.DES/CAL/V.C.SACH.-449X1LT;7793940449000;0;1960;0;1960;0,330430607220694;1960
75;CARNICERIA;1;CARNE VACUNA - MENUDENCIAS;5564;75163;ASADO DE TIRA ESPECIAL NOVILLO       XKG;;1891,51;0;0;1891,51;0,318884080542865;1891,51
70;VERDURAS;1;VERDURAS EN GENERAL;6155;70153;CEBOLLA BLANCA                       XKG;;1766,46;0;0;1766,46;0,297802270628096;1766,46
97;PANIFICACION;8;TORTILLA - BOLLO;418;97094;TORTILLAS VILLECCO( PARA PERSONAL ) XUND;2097094000007;0;0;1762;1762;0,297050372409624;1762
92;REFRIGERADOS - EMBUTIDOS;6;SALCHICHAS;356;92002;SALCHICHA VIENA VIENISSIMA-60884-   X6UN;7790020000960;0;0;10104;1684;0,283900582938597;1684
32;LECHE;3;LECHES LARGA VIDA;72;32067;LECHE LV SANCOR-3718-DESCREMADA     X1LT;7790080037180;0;1639;0;1639;0,276314165936081;1639
71;FRUTAS;1;FRUTAS;5542;71023;LIMON                                XKG;;1624,85;0;0;1624,85;0,273928659256401;1624,85
75;CARNICERIA;1;CARNE VACUNA - MENUDENCIAS;5564;75140;PUCHERO ESPECIAL NOVILLO/OSOBUCO     XKG;;1618,51;0;0;1618,51;0,272859817394268;1618,51
90;LACTEOS;8;LECHE EN SACHET;389;90115;LECHE LA SERENISIMA C/CALC.ENT.SACH-X1LT;7793940108006;0;1569;0;1569;0,264513072821056;1569
7;BEBIDAS;7;CERVEZAS;5253;7805;CERVEZA QUILMES CRISTAL   -2190-  X970CC;7792798011919;0;1497,68;0;1544;0,260298396708547;1544
70;VERDURAS;1;VERDURAS EN GENERAL;6155;70211;ZAPALLITO VERDE                      XKG;;1493,36;0;0;1493,36;0,251761148775049;1493,36
75;CARNICERIA;1;CARNE VACUNA - MENUDENCIAS;5564;75183;TAPA ASADO DE NOVILLO          XKG;;1459,8;0;0;1459,8;0,246103367561617;1459,8
23;ACEITES - VINAGRES;2;ACEITES;5798;23108;ACEITE NATURA -4.91-              X900CC;7790272001005;0;1208,7;0;1343;0,226412400763976;1343
70;VERDURAS;1;VERDURAS EN GENERAL;6155;70004;CEBOLLA EN CABEZA ( SUELTA )         XKG;232516000834;1316,85;0;0;1316,85;0,222003849550291;1316,85
90;LACTEOS;1;YOGURT ENTERO EN POTES;1;90101;YOGUR YOGURIS-135-CER.C/ZUCARI.   X166GR;7793940135217;217,792;0;0;1312;0,221186202384465;1312
70;VERDURAS;1;VERDURAS EN GENERAL;5465;70175;PAPA  BLANCA                         XKG;;1270,43;0;0;1270,43;0,214178038944585;1270,43
7;BEBIDAS;4;GASEOSAS;5627;78068;GASEOSA COCA COLA ZERO -652-      X1.5LT;7790895067556;0;1885,5;0;1257;0,211913914936945;1257
90;LACTEOS;2;YOGURT DESCREMADO EN POTES;1;90392;YOGUR SER-993-DESC.C/CER.FLAK.MIELX163G;7791337993235;204,402;0;0;1254;0,211408153803444;1254
7;BEBIDAS;4;GASEOSAS;5627;77327;GASEOSA COCA COLA         -201-     X3LT;7790895006418;0;3762;0;1254;0,211408153803444;1254
21;SAL - CONDIMENTOS;1;SAL;24;21313;SAL CELUSAL FINA PAQUETE          X500GR;7790072001014;0,6075;0;0;1215;0,20483325906793;1215
36;QUESOS RALLADOS;1;QUESOS RALLADOS;72;36007;QUESO RALLADO SANCOR REGGIAN.-1402-X40GR;7790080014020;48,6;0;0;1215;0,20483325906793;1215
7;BEBIDAS;7;CERVEZAS;5253;77024;CERVEZA QUILMES BAJO CERO-1976-   X970CC;7792798007219;0;1147,51;0;1183;0,199438473643919;1183
70;VERDURAS;1;VERDURAS EN GENERAL;5510;70033;ZAPALLO AMARILLO                     XKG;;1162,99;0;0;1162,99;0,196065046883467;1162,99
70;VERDURAS;1;VERDURAS EN GENERAL;6155;70056;LECHUGA REPOLLADA                    XKG;;1140,61;0;0;1140,61;0,192292068827549;1140,61
7;BEBIDAS;4;GASEOSAS;5627;7627;GASEOSA COCA COLA RETORNABLE-125-   X2LT;7790895000218;0;2270;0;1135;0,191346295507902;1135
95;PASTAS FRESCAS;2;MASAS - TAPAS;5933;95022;TAPA P/EMPANADA LA TUCUMANITA      X12UN;7795927000013;0;0;13596;1133;0,191009121418901;1133
7;BEBIDAS;1;JUGOS P/DILUIR;5185;7101;JUGO SER MANZANA TENT.            X9.2GR;7790315058324;10,2855998;0;0;1118;0,188480315751396;1118
17;HIGIENE PERSONAL - PAPELES;6;ROLLOS DE COCINA;264;17689;ROLLO COCINA SUSSEX EXTRA 50 PAÑOS  X3UN;7790250056638;0;0;3306;1102;0,18578292303939;1102
23;ACEITES - VINAGRES;2;ACEITES;5232;23116;ACEITE CAÑUELAS GIRASOL-4.73-     X900CC;7792180001641;0;991,8;0;1102;0,18578292303939;1102
23;ACEITES - VINAGRES;2;ACEITES;5524;23117;ACEITE LEGITIMO GIRASOL PVC-4.24- X900CC;7796039001639;0;984,6;0;1094;0,184434226683388;1094
7;BEBIDAS;6;AGUA MINERAL;5627;77130;SODA AYBAL     2804                 X2LT;7790895007545;0;2142;0;1071;0,180556724659879;1071
1;GALLETAS;1;SALADAS;5622;1654;GALLETA LIA MEDIA TARDE  -3363-   X330GR;7790270336307;352,77;0;0;1069;0,180219550570879;1069
2;CHOCOLATES - ALFAJORES;1;CHOCOLATES-ALFAJORES-BOMBONES;6098;2293;BOCADITO BONAFIDE AL RHUN -88288-  X16GR;7792222041451;16,976;0;0;1061;0,178870854214876;1061
75;CARNICERIA;1;CARNE VACUNA - MENUDENCIAS;5564;75253;TIRA DE LOMO NOVILLO/BOCADO          XKG;;1058,23;0;0;1058,23;0,17840386810161;1058,23
32;LECHE;3;LECHES LARGA VIDA;255;32051;LECHE LV MILKAUT-2134-ENT.VIT.A,DYC X1LT;7794820015094;0;1050;0;1050;0,177016396725372;1050
7;BEBIDAS;1;JUGOS P/DILUIR;5368;77096;JUGO CLIGHT NARANJA DULCE-          X8GR;7790050985992;8,296;0;0;1037;0,174824765146867;1037
89;POLLO;2;PRESAS;5208;89004;MUSLO Y PATA DE POLLO FRESCO         XKG;;1035,18;0;0;1035,18;0,174517936725877;1035,18
11;LINEA ROJA Y VEGETALES EN CONSERVA;1;PURE Y PULPA DE TOMATE;5215;11411;PURE TOMATE ALCO TETRA BRICK      X520GR;7790088001497;543,7799706;0;0;1026;0,172970307657363;1026
7;BEBIDAS;1;JUGOS P/DILUIR;5100;7552;JUGO INCA LIGHT NARANJA SOB-100901-X10GR;7798061000024;10,18;0;0;1018;0,171621611301361;1018
90;LACTEOS;15;QUESOS UNTABLES;389;90271;QUESO UNT.LS FINLANDIA LIGHT-618- X200GR;7793940618000;202,8;0;0;1014;0,170947263123359;1014
70;VERDURAS;1;VERDURAS EN GENERAL;6155;70169;ZAPALLO BRASILERO                    XKG;;998,65;0;0;998,65;0,168359451990279;998,65
24;HARINAS;2;HARINAS x 1 kg.;455;24014;HARINA FAVORITA 0000-11812-         X1KG;7790060012077;996;0;0;996;0,167912696322353;996
7;BEBIDAS;4;GASEOSAS;5627;7292;GASEOSA FANTA NARANJA     -1195- X2.25LT;7790895001017;0;2211,75;0;983;0,165721064743848;983
7;BEBIDAS;1;JUGOS P/DILUIR;5368;7713;JUGO TANG NARANJA -973000-         X25GR;7622300615840;24,45;0;0;978;0,164878129521346;978
7;BEBIDAS;1;JUGOS P/DILUIR;5185;7094;JUGO SER NARANJA                 X12.8GR;7790315058263;12,4288002;0;0;971;0,163698020209844;971
7;BEBIDAS;4;GASEOSAS;5627;78077;GASEOSA COCA COLA LIGHT -690-     X1.5LT;7790895001451;0;1449;0;966;0,162855084987342;966
70;VERDURAS;1;VERDURAS EN GENERAL;6155;70010;BERENJENA (NEGRA)                    XKG;;953,12;0;0;953,12;0,160683683854178;953,12
7;BEBIDAS;4;GASEOSAS;5627;78074;GASEOSA COCA COLA ZERO -655-     X2.25LT;7790895067570;0;2144,25;0;953;0,160663453408838;953
27;ARTICULOS DE LIMPIEZA;9;CARBON;116;27117;CARBON VEGETAL NINO -               X3KG;7796419000016;2853;0;0;951;0,160326279319837;951
89;POLLO;2;PRESAS;5208;89032;FILET DE PECHUGA DE POLLO            XKG;;0,94948;0;0;949,48;0,160070027012196;949,48
7;BEBIDAS;1;JUGOS P/DILUIR;5185;7638;JUGO SER NARANJA DURAZNO -        X7.7GR;7790315000415;7,2764998;0;0;945;0,159314757052835;945
90;LACTEOS;6;POSTRES INFANTILES;1;90492;FLAN SERENITO-432-VAINILLA      2X105GR;7791337432017;197,61;0;0;941;0,158640408874833;941
7;BEBIDAS;4;GASEOSAS;5627;77116;GASEOSA SPRITE            -2095- X2.25LT;7790895001000;0;2101,5;0;934;0,157460299563331;934
71;FRUTAS;1;FRUTAS;5553;71036;NARANJA SANGUINA                     XKG;;919,82;0;0;919,82;0,155069735272316;919,82
17;HIGIENE PERSONAL - PAPELES;4;PAPEL HIGIENICO;264;17058;PAPEL HIG.HIGIENOL EXP.30MPLUS-1473-X6UN;7790250014737;0;0;5406;901;0,151896927094819;901
95;PASTAS FRESCAS;2;MASAS - TAPAS;5933;95021;TAPA P/PASCUALINA LA TUCUMANITA     X2UN;7795927000020;0;0;1792;896;0,151053991872317;896
90;LACTEOS;9;LECHE EN T.B.;389;90576;LECHE LA SERENISIMA DESLAT.DES.REX X500G;7793940625008;444;0;0;888;0,149705295516315;888
7;BEBIDAS;4;GASEOSAS;5627;78079;GASEOSA FANTA NARANJA ZERO-1650-  X1.5LT;7790895002304;0;1296;0;864;0,145659206448306;864
71;FRUTAS;1;FRUTAS;5542;71034;NARANJA TANGERINA                    XKG;;861,92;0;0;861,92;0,145308545395745;861,92
90;LACTEOS;12;CREMA DE LECHE;255;90048;CREMA LECHE MILKAUT DOB.PAST.-2143-X200G;7794820015155;171,8;0;0;859;0,144816271225804;859
75;CARNICERIA;1;CARNE VACUNA - MENUDENCIAS;5564;75602;NALGA TERNERA                        XKG;;857,36;0;0;857,36;0,144539788472824;857,36
75;CARNICERIA;1;CARNE VACUNA - MENUDENCIAS;5564;75234;ASADO TERNERA                        XKG;;854,59;0;0;854,59;0,144072802359558;854,59
7;BEBIDAS;4;GASEOSAS;5253;7327;GASEOSA PEPSI COLA -55-           X1.5LT;7791813421115;0;1278;0;852;0,143636161914302;852
7;BEBIDAS;2;JUGOS LISTOS;5643;77625;jugo ades manzana t.b.              x1lt;7794000730014;0;851;0;851;0,143467574869801;851
24;HARINAS;2;HARINAS x 1 kg.;6221;24007;HARINA LA TERESINA                 -X1KG;7798141970018;846;0;0;846;0,1426246396473;846
7;BEBIDAS;1;JUGOS P/DILUIR;5185;7059;JUGO SER NARANJA DULCE             X10GR;7798062540659;8,2;0;0;820;0,13824137649029;820
70;VERDURAS;1;VERDURAS EN GENERAL;6155;70139;COREANITO                            XKG;;816,37;0;0;816,37;0,137629405518754;816,37
89;POLLO;2;PRESAS;5208;89009;MUSLO Y PATA DE POLLO CONG.TRES ARR- XKG;;804,81;0;0;804,81;0,13568053928433;804,81
91;QUESOS;1;QUESO CREMOSO;72;91108;QUESO CREMOSO SANCOR-2421-           XKG;;804,81;0;0;804,81;0,13568053928433;804,81
75;CARNICERIA;1;CARNE VACUNA - MENUDENCIAS;5564;75575;VACIO TERNERA                        XKG;;800,07;0;0;800,07;0,134881436693398;800,07
97;PANIFICACION;6;PAN RALLADO - PREPIZZA;418;97768;MASA P/PIZZA VILLECCO                XUN;;0;0;800;800;0,134869635600283;800
17;HIGIENE PERSONAL - PAPELES;6;ROLLOS DE COCINA;264;17253;ROLLO COCINA SUSSEX ULT.60 PAÑ.-653-X3UN;7790250056539;0;0;2376;792;0,133520939244281;792
70;VERDURAS;1;VERDURAS EN GENERAL;6155;70048;ESPINACA CRIOLLA                     XKG;;790,84;0;0;790,84;0,13332537827266;790,84
28;MERMELADAS - MIEL - DULCES;5;DULCE DE LECHE;255;28152;DULCE LECHE MILKAUT-1460-FAMIL.P. X400GR;7794820014608;315,6;0;0;789;0,13301517811078;789
32;LECHE;3;LECHES LARGA VIDA;72;32062;LECHE LV SANCOR-3709-ENTERA         X1LT;7790080037098;0;789;0;789;0,13301517811078;789
90;LACTEOS;8;LECHE EN SACHET;72;90956;LECHE SANCOR-3281-DESCREMADA SACHET X1LT;7790080032819;0;789;0;789;0,13301517811078;789
7;BEBIDAS;4;GASEOSAS;5253;7818;GASEOSA PEPSI COLA -823-         X2.25LT;7791813423119;0;1766,25;0;785;0,132340829932778;785
7;BEBIDAS;1;JUGOS P/DILUIR;5368;7809;JUGO TANG NARANJA-MANGO-973001-    X25GR;7622300616540;19,625;0;0;785;0,132340829932778;785
7;BEBIDAS;4;GASEOSAS;5627;7028;GASEOSA COCA COLA LIGHT -           X2LT;7790895001468;0;1502;0;751;0,126608870419766;751
17;HIGIENE PERSONAL - PAPELES;4;PAPEL HIGIENICO;5765;17028;PAPEL HIG.CAMPANITA CLASSIC -30MT-  X4UN;7791070000214;0;0;2996;749;0,126271696330765;749
17;HIGIENE PERSONAL - PAPELES;4;PAPEL HIGIENICO;264;17060;PAPEL HIG.HIGIENOL MAX NUEVA IMAGEN-X4UN;7790250014942;0;0;2996;749;0,126271696330765;749
90;LACTEOS;14;MANTECA;389;90000;MANTECA LA SERENISIMA C/VIT.E-124-X200GR;7793940124006;148,8;0;0;744;0,125428761108264;744
17;HIGIENE PERSONAL - PAPELES;10;PAÑUELOS DESCARTABLES;264;17409;PAÑUELO DESC.ELITE-CARILINA-5456- 6X10UN;7790250054399;0;0;44160;736;0,124080064752261;736
90;LACTEOS;3;YOGURT EN SACHETS;1;90156;YOGUR YOGURIS-423-FRUT.FORT.BEB.  X1.3KG;7791337423992;955,499965;0;0;735;0,12391147770776;735
29;CALDOS - SOPAS - PURE;1;CALDOS;5643;29007;CALDO KNORR VERDURA REC.COLEC.     X12UN;7794000594548;0;0;8772;731;0,123237129529759;731
7;BEBIDAS;1;JUGOS P/DILUIR;5100;7699;JUGO INCA LIGHT MULTIFR.SOB-100910-X10GR;7798061000062;7,28;0;0;728;0,122731368396258;728
7;BEBIDAS;1;JUGOS P/DILUIR;5368;77104;JUGO CLIGHT NARANJA -             X9.7GR;7790050001166;7,0033999;0;0;722;0,121719846129256;722
86;LEVADURA;1;LEVADURA;356;86000;LEVADURA CALSA FAMILIAR-61011-     X50GR;7790813110401;35,75;0;0;715;0,120539736817753;715
75;CARNICERIA;1;CARNE VACUNA - MENUDENCIAS;5564;75239;LOMO DE TERNERA                      XKG;;709,5;0;0;709,5;0,119612508073001;709,5
7;BEBIDAS;1;JUGOS P/DILUIR;5368;77095;JUGO CLIGHT MANZANA DELICIOSA-      X8GR;7790050985671;5,664;0;0;708;0,119359627506251;708
7;BEBIDAS;1;JUGOS P/DILUIR;5185;7631;JUGO SER NARANJA/MANDARINA -      X9.7GR;7798062540529;6,8384999;0;0;705;0,11885386637275;705
90;LACTEOS;16;QUESOS BLANCOS;1;90961;QUESO UNT.CASANCREM LIGHT-372-    X300GR;7791337372009;211,2;0;0;704;0,118685279328249;704
1;GALLETAS;1;SALADAS;5243;1175;GALLETA PINDY CRACKERS            X330GR;7798113153012;204;0;0;680;0,114639190260241;680
70;VERDURAS;1;VERDURAS EN GENERAL;5542;70023;PIMIENTO COLORADO                    XKG;;679,51;0;0;679,51;0,114556582608436;679,51
75;CARNICERIA;1;CARNE VACUNA - MENUDENCIAS;5564;75607;VERIJA DE TERNERA                    XKG;;674,51;0;0;674,51;0,113713647385934;674,51
90;LACTEOS;12;CREMA DE LECHE;255;90254;CREMA LECHE MILKAUT POTE -633-    X360GR;7794820006337;242,64;0;0;674;0,113627667993239;674
23;ACEITES - VINAGRES;2;ACEITES;455;23113;ACEITE COCINERO GIRASOL -7.77-    X1.5LT;;0;1011;0;674;0,113627667993239;674
1;GALLETAS;1;SALADAS;5622;1109;GALLETA BAGLEY CRIOLLITAS -3778-  X300GR;7790040377806;198,6;0;0;662;0,111604623459235;662
90;LACTEOS;4;YOGURT LINEA SALUD;1;90421;YOGUR SER-901-CALCIO DURAZ.PACK  2X120GR;7791337901049;158,88;0;0;662;0,111604623459235;662
6;CONSERVAS;1;CONSERVAS DE PESCADOS;245;6284;ATUN NATURAL DESMENUZADO BAHIA    X170GR;7795933000298;112,54;0;0;662;0,111604623459235;662
75;CARNICERIA;1;CARNE VACUNA - MENUDENCIAS;5564;75235;MARUCHA P/ASADO NOVILLO/BOCADO       XKG;;659,8;0;0;659,8;0,111233731961334;659,8
75;CARNICERIA;1;CARNE VACUNA - MENUDENCIAS;5564;75034;QUEPERI PARA ASADO NOVILLO           XKG;;659,68;0;0;659,68;0,111213501515994;659,68
91;QUESOS;1;QUESO CREMOSO;169;91268;QUESO CREMOSO NOAL -001-             XKG;;659,02;0;0;659,02;0,111102234066623;659,02
24;HARINAS;2;HARINAS x 1 kg.;455;24002;HARINA FAVORITA 000-12415-          X1KG;7790060012015;659;0;0;659;0,111098862325733;659
31;PERFUMERIA;2;PASTAS DENTAL;229;31007;CREMA DENTAL COLGATE TRIP.ACCION- X180GR;7793100111471;117,18;0;0;651;0,109750165969731;651
75;CARNICERIA;1;CARNE VACUNA - MENUDENCIAS;5564;75172;PRIMO DE NOVILLO/PALA                XKG;;641,82;0;0;641,82;0,108202536901217;641,82
70;VERDURAS;1;VERDURAS EN GENERAL;6155;70081;ACELGA  ATADO                        XUN;;0;0;628;628;0,105872663946222;628
7;BEBIDAS;6;AGUA MINERAL;5185;77276;AGUA MINERAL VILLAVICENCIO SIN GAS  X2LT;7790315000422;0;1252;0;626;0,105535489857222;626
9;ARROZ - FIDEOS;1;ARROZ x 500 grs.;5027;9221;ARROZ 53 BLUE BONET -73258-       X500GR;7791120032561;309,5;0;0;619;0,104355380545719;619
75;CARNICERIA;1;CARNE VACUNA - MENUDENCIAS;5564;75149;PALETA DE NOVILLO                    XKG;;617,09;0;0;617,09;0,104033379290724;617,09
28;MERMELADAS - MIEL - DULCES;5;DULCE DE LECHE;72;28241;DULCE LECHE SANCOR CLASICO-3186-  X400GR;7790080031867;245,2;0;0;613;0,103343858278717;613
90;LACTEOS;8;LECHE EN SACHET;72;90427;LECHE SANCOR UP C/CAL/VIT.SAC-3228- X1LT;7790080032284;0;613;0;613;0,103343858278717;613
90;LACTEOS;14;MANTECA;72;90294;MANTECA SANCOR-1029-C/VIT.DYE -   X200GR;7790080010299;121,8;0;0;609;0,102669510100716;609
75;CARNICERIA;5;PREPARADOS;5652;75212;KIPE CRUDO                           XKG;;607,71;0;0;607,71;0,10245203281331;607,71
7;BEBIDAS;1;JUGOS P/DILUIR;5185;7623;JUGO SER LIMONADA -               X8.7GR;7790315000385;5,2808999;0;0;607;0,102332336011715;607
8;GOLOSINAS;2;CHICLES;5368;8006;CHICLE BELDENT MENTA -86490-       X10GR;77933997;6,06;0;0;606;0,102163748967215;606
7;BEBIDAS;1;JUGOS P/DILUIR;5185;7531;JUGO SER POMELO ROSADO-           X9.5GR;7790315000323;5,738;0;0;604;0,101826574878214;604
70;VERDURAS;1;VERDURAS EN GENERAL;6155;70063;REMOLACHA                            XKG;;603,35;0;0;603,35;0,101716993299289;603,35
90;LACTEOS;7;POSTRES P/ADULTOS;1;90609;FLAN SER -1158-PACK              2X105GR;7791337115811;125,16;0;0;596;0,100477878522211;596
70;VERDURAS;1;VERDURAS EN GENERAL;6155;70053;LECHUGA CRESPA                       XKG;;589,48;0;0;589,48;0,0993786909920688;589,48
97;PANIFICACION;5;PAN ESPECIAL;418;97319;MASA P/PIZZA VILLECCO (PROMOCION) -  XUN;;0;0;588;588;0,0991291821662083;588
7;BEBIDAS;1;JUGOS P/DILUIR;5100;7516;JUGO INCA LIGHT NAR/DURAZ-100906-  X10GR;7798061000031;5,86;0;0;586;0,0987920080772076;586
9;ARROZ - FIDEOS;5;FIDEOS x 500 grs.;6221;9318;FIDEO LA PROVID.2X500+PIM.VILLA R.X25GR;;0;0;578;578;0,0974433117212048;578
90;LACTEOS;4;YOGURT LINEA SALUD;1;90487;YOGUR SER-901-CALCIO FRUTI.PACK  2X120GR;7791337901025;138,48;0;0;577;0,0972747246767044;577
18;ILUMINACION;5;FOSFOROS;124;18271;FOSFOROS FAMILIAR                 X220UN;7790590004191;0;0;126720;576;0,097106137632204;576
91;QUESOS;2;QUESO EN BARRA;72;91220;QUESO DANBO SANCOR-1801-             XKG;206453000790;573,71;0;0;573,71;0,0967200733002982;573,71
70;VERDURAS;1;VERDURAS EN GENERAL;6155;70070;AJO COLORADO POR CABEZA              XUN;;0;0;571,8;571,8;0,0963980720453025;571,8
90;LACTEOS;6;POSTRES INFANTILES;1;90419;POSTRE DANONINO-094-MAXI-VAIN.    2X70GR;7791337094017;79,94;0;0;571;0,0962632024097023;571
97;PANIFICACION;9;MEDIALUNAS - FACTURAS;418;97074;MEDIALUNAS VILLECCO CON DULCE D.LECHEXUN;;0;0;569;569;0,0959260283207016;569
97;PANIFICACION;4;PAN P/HAMBURGUESA Y PANCHO;418;97041;PAN P/HAMBURGUESA VILLECCO          X4UN;;0;0;2272;568;0,0957574412762012;568
7;BEBIDAS;4;GASEOSAS;5253;7817;GASEOSA MIRINDA MANZANA-591-     X2.25LT;7791813423324;0;1264,5;0;562;0,0947459190091991;562
7;BEBIDAS;1;JUGOS P/DILUIR;5368;77077;jugo tang naranja dulce  -         x25gr;;13,975;0;0;559;0,094240157875698;559
17;HIGIENE PERSONAL - PAPELES;4;PAPEL HIGIENICO;264;17139;PAPEL HIG.HIGIENOL MAX N/IMAG.100MT-X4UN;7790250014928;0;0;2224;556;0,093734396742197;556
90;LACTEOS;15;QUESOS UNTABLES;72;90820;QUESO UNT.SANCOR P/SALUT LIGH.2730-X200G;7790080027303;111;0;0;555;0,0935658096976966;555
7;BEBIDAS;1;JUGOS P/DILUIR;5185;7424;JUGO SER PERA -                   X8.1GR;7798062549133;4,4874002;0;0;554;0,0933972226531962;554
90;LACTEOS;2;YOGURT DESCREMADO EN POTES;1;90070;YOGUR SER-102-CON FRUTA FRUTILLA  X180GR;7793940102882;98,64;0;0;548;0,0923857003861941;548
71;FRUTAS;1;FRUTAS;5542;71088;PERA PACAN-STRIUM                    XKG;;547,43;0;0;547,43;0,0922896057708289;547,43
23;ACEITES - VINAGRES;2;ACEITES;5798;23014;ACEITE NATURA X900+FID.L/TERESINA X500G;;0;0;547;547;0,0922171133416938;547
7;BEBIDAS;4;GASEOSAS;5627;78076;GASEOSA SPRITE ZERO -2250 -       X1.5LT;7790895064173;0;817,5;0;545;0,0918799392526931;545
6;CONSERVAS;3;CONSERVAS DE CARNE;62;6090;PICADILLO SWIFT DE CARNE -         X90GR;7790360720115;48,87;0;0;543;0,0915427651636923;543
24;HARINAS;3;HARINAS LEUDANTES;455;24004;HARINA LEUDANTE BLANCAFLOR          X1KG;7790060063185;541;0;0;541;0,0912055910746916;541
75;CARNICERIA;1;CARNE VACUNA - MENUDENCIAS;5564;75148;CHOQUIZUELA NOVILLO/BOLA DE LOMO     XKG;;539,94;0;0;539,94;0,0910268888075213;539,94
