GRUPO;DESC.GRUPO;S.GRUPO;DESC.SUBGRUPO;COD.PROV;COD.PROD;PRODUCTO;COD.BARRA;KILOS;LITROS;UNIDADES;CANT TOT;PARTIC;TOTAL
31;PERFUMERIA;3;DESODORANTES;117;41884;ANTIT.REXONA SPORTFAN AER-924374- X105GR;7791293990620;2,205;0;0;21;0,00354032793450744;21
41;LINEA CAPILAR;1;SHAMPOO;117;41192;SHAMPOO DOVE COLOR DURAD.-235414- X400ML;7791293007977;0;8,4;0;21;0,00354032793450744;21
31;PERFUMERIA;3;DESODORANTES;117;31158;DESOD.AXE MARINE-932035-          X113GR;7791293022437;2,373;0;0;21;0,00354032793450744;21
41;LINEA CAPILAR;3;ACONDICIONADOR;117;41998;ACOND.SEDAL SOS BALANCE           X650ML;7791293010595;0;13,65;0;21;0,00354032793450744;21
41;LINEA CAPILAR;3;ACONDICIONADOR;117;31207;acond.sedal rec.estruc.-226648-   x650ml;7791293011196;0;13,65;0;21;0,00354032793450744;21
41;LINEA CAPILAR;4;ACONDICIONADOR ECONOMICO;117;41205;ACOND.SUAVE PEPINO Y MELON        X930ML;7791293016511;0;19,53;0;21;0,00354032793450744;21
31;PERFUMERIA;3;DESODORANTES;117;31680;ANTIT.REXONA ADVENTURE -924358-   X105GR;7791293012056;2,205;0;0;21;0,00354032793450744;21
31;PERFUMERIA;3;DESODORANTES;117;31410;DESOD.DOVE EXT.FRESH MEN ROLL ON    X50M;78925519;0;1,05;0;21;0,00354032793450744;21
9;ARROZ - FIDEOS;6;FIDEOS ESPECIALES;5643;9485;FIDEO KNORR CON SALSA QUESO-42974-X207GR;7794000590182;4,662;0;0;21;0,00354032793450744;21
13;LIMPIADORES;5;CERAS-BRILLOS-AUTOBRILLOS;61;13689;ACONDICIONADOR P/PISOS SUIZA D.P. X400CC;7790613071117;0;8,4;0;21;0,00354032793450744;21
71;FRUTAS;1;FRUTAS;6155;71025;MANDARINA CRIOLLA                    XKG;;20,81;0;0;20,81;0,00350829639605237;20,81
70;VERDURAS;1;VERDURAS EN GENERAL;6155;70047;ESPARRAGOS (PAQUETE)                 XUN;;0;0;20,45;20,45;0,00344760506003224;20,45
91;QUESOS;3;QUESO PORT SALUD;98;91218;QUESO PORT SALUT LA PAULINA-86618-   XKG;;20,39;0;0;20,39;0,00343748983736222;20,39
70;VERDURAS;1;VERDURAS EN GENERAL;6155;70062;RABANITO                             XKG;;20,33;0;0;20,33;0,0034273746146922;20,33
70;VERDURAS;1;VERDURAS EN GENERAL;6155;70012;BERENJENA RALLADA                    XKG;;20,28;0;0;20,28;0,00341894526246718;20,28
93;FIAMBRES;4;SALAME Y CANTIMPALO;5260;93407;CANTIMPALO P/MAQUINA EL BIERZO -118- XKG;;20,22;0;0;20,22;0,00340883003979716;20,22
91;QUESOS;7;QUESO SARDO;72;91203;QUESO SARDO SANCOR-1322-             XKG;;20,07;0;0;20,07;0,00338354198312211;20,07
4;INFUSIONES;4;TE ESPECIAL;5027;4210;TE TARAGUI BLEND ESPEC.ENS.        X50UN;7790387010282;0;0;1000;20;0,00337174089000708;20
4;INFUSIONES;7;YERBA MATE EN SAQUITOS;5027;4289;YERBA TARAGUI SAQUITO C/SOBRE-     X40UN;7790387010046;0;0;800;20;0,00337174089000708;20
92;REFRIGERADOS - EMBUTIDOS;3;HAMBURGUESAS;5590;92025;HAMBURGUESA PATY ULTRA LICHT-2032-  X4UN;7790670001997;0;0;80;20;0,00337174089000708;20
18;ILUMINACION;2;PILAS - BATERIAS;5093;18030;PILA ENERGIZER CONTROL-E92-AAA BLIS.X2UN;039800014009;0;0;40;20;0,00337174089000708;20
27;ARTICULOS DE LIMPIEZA;10;ACCESORIOS;5402;27610;ESCOBILLA NOVA P/INODORO C/BASE-31- X1UN;7790339003102;0;0;20;20;0,00337174089000708;20
27;ARTICULOS DE LIMPIEZA;2;CEPILLOS-ESCOBAS-SECADORES-PALAS;5402;27219;escobillon fiorentina mileniun-54-  x1un;7790339000408;0;0;20;20;0,00337174089000708;20
90;LACTEOS;10;LECHE SABORIZADA;389;90170;LECHE JUNIOR LS 2X1LT+PORTA SACHET S/C;;0;0;20;20;0,00337174089000708;20
60;BAZAR;2; BAZAR VIDRIO;5759;60423;VASO BRISTOL NADIR AGUA-4887-410ML   XUN;7891155008057;0;0;20;20;0,00337174089000708;20
60;BAZAR;2; BAZAR VIDRIO;5759;60410;VASO DURAX FANTASY AZUL -2216-       XUN;;0;0;20;20;0,00337174089000708;20
27;ARTICULOS DE LIMPIEZA;1;BOLSAS - ROLLOS;112;27073;ROLLO FILM AUTOADHERENT.SEPARATA 15M XUN;7790117060549;0;0;20;20;0,00337174089000708;20
18;ILUMINACION;1;LAMPARAS;443;18266;lampara osram dul.mi.twist t313w/827-xun;4008321571939;0;0;20;20;0,00337174089000708;20
7;BEBIDAS;5;AGUA SABORIZADA;5185;77036;AGUA SER PLUS CITRUS              X1.5LT;7798062548303;0;30;0;20;0,00337174089000708;20
31;PERFUMERIA;5;CREMAS-QUITAESMALTES;5954;41437;QUITAESMALTE ALGABO HUMECTANTE    X120CC;7791274189494;0;2,4;0;20;0,00337174089000708;20
8;GOLOSINAS;1;CARAMELOS;222;8330;CARAMELO ARCOR CREMINO COCO       X150GR;7790580219307;3;0;0;20;0,00337174089000708;20
38;ENCURTIDOS;2;ACEITUNAS EN PAQUETES-FRASCOS;5865;38071;ACEITUNA VERDE YANCANELO CLAS.S/C- X80GR;7791017000222;1,6;0;0;20;0,00337174089000708;20
31;PERFUMERIA;3;DESODORANTES;46;31404;ANTIT.NIVEA SPORT -3770-          X150ML;4005808229765;0;3;0;20;0,00337174089000708;20
31;PERFUMERIA;3;DESODORANTES;46;31190;ANTIT.NIVEA DRY FOR MEN ROLL ON    X50ML;4005808257553;0;1;0;20;0,00337174089000708;20
31;PERFUMERIA;3;DESODORANTES;46;31941;ANTIT.NIVEA PEARL BEAUTY BARRA-3736-X43G;42126560;0,86;0;0;20;0,00337174089000708;20
31;PERFUMERIA;3;DESODORANTES;46;31946;ANTIT.NIVEA HAPPY TIME ROLL ON     X50GR;4005900001115;1;0;0;20;0,00337174089000708;20
29;CALDOS - SOPAS - PURE;5;SABORIZANTES;26;29031;CALDO ALICANTE SABOR CHAMPI.Y HONGO X32G;7790150695395;0,64;0;0;20;0,00337174089000708;20
31;PERFUMERIA;3;DESODORANTES;181;31792;DESOD.CIEL  -782/4 -AEROSOL       X123ML;7791600078249;0;2,4;0;20;0,00337174089000708;20
31;PERFUMERIA;3;DESODORANTES;181;31530;DESOD.KEVIN PARK  -1644/5 -AEROS. X150ML;7791600164454;0;3;0;20;0,00337174089000708;20
14;POMADAS - BRILLOS;1;POMADAS;5263;14001;POMADA COBRA MARRON                X32GR;7791130002028;0,64;0;0;20;0,00337174089000708;20
7;BEBIDAS;23;APERITIVOS SIN ALCOHOL;73;77110;AMARGO TERMA SERRANO LIGHT PET-  X1.25LT;7790950121599;0;25;0;20;0,00337174089000708;20
7;BEBIDAS;5;AGUA SABORIZADA;5253;77510;AGUA SAB.AWAFRUT MANZ PET.-8046-X500CC;7792799000219;0;10;0;20;0,00337174089000708;20
7;BEBIDAS;5;AGUA SABORIZADA;5253;77021;AGUA SAB.AWAFRUT PERA PET.-8077-  X500CC;7792799000622;0;10;0;20;0,00337174089000708;20
28;MERMELADAS - MIEL - DULCES;5;DULCE DE LECHE;6217;28101;DULCE LECHE LATATA REPOSTERO -      X1KG;7798146600033;20;0;0;20;0,00337174089000708;20
6;CONSERVAS;1;CONSERVAS DE PESCADOS;190;6072;ATUN ACEITE PUGLISI S/ SAL -      X170GR;7790748266457;3,4;0;0;20;0,00337174089000708;20
7;BEBIDAS;13;VINOS FINOS MEDIO ALTO;5388;7664;VINO LOPEZ MALBEC -               X750CC;7790336030507;0;15;0;20;0,00337174089000708;20
28;MERMELADAS - MIEL - DULCES;1;MERMELADAS-JALEAS;224;28144;MERMELADA ARCOR NARANJA  -5098-   X454GR;7790580509804;9,08;0;0;20;0,00337174089000708;20
7;BEBIDAS;21;LICORES Y BEBIDAS BLANCAS;448;7671;VINO MOSCATO PROMESA              X700CC;7790314000102;0;13,9999998;0;20;0,00337174089000708;20
7;BEBIDAS;20;WHISKY;29;7990;WHISKY GRANTS                    X750CC;5010327000046;0;15;0;20;0,00337174089000708;20
92;REFRIGERADOS - EMBUTIDOS;4;FIAMBRES FETEADOS Y FAMILIARES;5571;92053;PATE BOCATTI PIMIENTA -30412-      X90GR;7796953304120;1,8;0;0;20;0,00337174089000708;20
7;BEBIDAS;13;VINOS FINOS MEDIO ALTO;5363;78105;VINO FINCA LAS MORAS SUAV.BLANC - X750CC;7790240041675;0;15;0;20;0,00337174089000708;20
21;SAL - CONDIMENTOS;1;SAL;24;21033;SAL CELUSAL LIGHT ESTUCHE -2018-  X500GR;7790072179607;10;0;0;20;0,00337174089000708;20
13;LIMPIADORES;5;CERAS-BRILLOS-AUTOBRILLOS;71;13571;AUTOBRILLO BLEM INCOL.EXPRESS-176-X900CC;7790520986658;0;18;0;20;0,00337174089000708;20
7;BEBIDAS;12;VINOS FINOS MEDIOS;71;7774;VINO SIGNOS CABERNET SAUVIGNON    X750CC;7798108830348;0;15;0;20;0,00337174089000708;20
1;GALLETAS;1;SALADAS;6202;1332;GALLETA LA BIZANTINA SALVADO-17-  X180GR;7798063360447;3,6;0;0;20;0,00337174089000708;20
10;FRUTAS EN CONSERVA;1;DURAZNOS-DAMASCOS;152;10039;DURAZNO CAMPAGNOLA MITADES-634-   X820GR;7793360002007;16,3999999;0;0;20;0,00337174089000708;20
6;CONSERVAS;1;CONSERVAS DE PESCADOS;152;6023;CABALLA TOMATE LA CAMPAGNOLA-958- X300GR;7793360006159;6;0;0;20;0,00337174089000708;20
41;LINEA CAPILAR;6;FIJADOR - MOUSSE - GEL;58;31270;GEL VO5 FIJACION NORMAL -7121-    X200GR;7790778071212;4;0;0;20;0,00337174089000708;20
41;LINEA CAPILAR;3;ACONDICIONADOR;87;41134;ACOND.ELVIVE NUTRI GLOSS-783700-  X200ML;7899026469099;0;4;0;20;0,00337174089000708;20
92;REFRIGERADOS - EMBUTIDOS;4;FIAMBRES FETEADOS Y FAMILIARES;389;92237;QUESO LS CHEDARR FETEADO -212-    X180GR;7793940212000;3,6;0;0;20;0,00337174089000708;20
32;LECHE;2;LECHES INFANTILES;389;32185;LECHE CRECER INF.-6M LA SERENI.387-X250C;7793940387005;0;5;0;20;0,00337174089000708;20
90;LACTEOS;9;LECHE EN T.B.;389;90493;LECHE LS SERECOL-750- CAFE C/LECHE  X1LT;7793940750625;0;20;0;20;0,00337174089000708;20
90;LACTEOS;15;QUESOS UNTABLES;255;90356;QUESO UNT.ADLER JAMON-1606-       X100GR;7791564012488;2;0;0;20;0,00337174089000708;20
3;CEREALES Y LEGUMBRES;1; CEREALES Y LEGUMBRE;5909;3341;MAIZ MOLIDO AMARILLO JOSE LOPEZ   X500GR;7794606000115;10;0;0;20;0,00337174089000708;20
3;CEREALES Y LEGUMBRES;1; CEREALES Y LEGUMBRE;5909;3141;MAIZ MOLIDO BLANCO JOSE LOPEZ     X500GR;7794606000092;10;0;0;20;0,00337174089000708;20
23;ACEITES - VINAGRES;3;ACEITES ESPECIALES;20;23088;ACEITE COCINERO OLIVA PVC-20953-  X500CC;7790060009329;0;10;0;20;0,00337174089000708;20
9;ARROZ - FIDEOS;5;FIDEOS x 500 grs.;20;9091;FIDEO MATARAZZO FORATTINI-31553-  X500GR;7790070315533;10;0;0;20;0,00337174089000708;20
16;POSTRES PARA PREPARAR;4;HELADOS;20;16072;HELADO EXQUISITA FRUTILLA-40922-   X60GR;7790070409225;1,2;0;0;20;0,00337174089000708;20
7;BEBIDAS;13;VINOS FINOS MEDIO ALTO;263;7741;VINO EMILIA X750CC+ALMEND.VIZZIO X80 S/C;;0;30;0;20;0,00337174089000708;20
4;INFUSIONES;1;CAFE ESPECIAL;64;4307;CAFE DOLCA MOKACCINO-12184531-    X160GR;7613033757198;3,2;0;0;20;0,00337174089000708;20
16;POSTRES PARA PREPARAR;3;GELATINAS;5368;16149;GELATINA ROYAL DURAZNO             X70GR;7622300738952;1,4;0;0;20;0,00337174089000708;20
1;GALLETAS;2;ESPECIALES;5368;1301;galleta terrabusi club soc.queso- x208gr;7622300725211;4,16;0;0;20;0,00337174089000708;20
2;CHOCOLATES - ALFAJORES;1;CHOCOLATES-ALFAJORES-BOMBONES;5368;2288;CHOCOLATE MILKA SOFT AVELLANAS-    X60GR;7622300396299;1,2;0;0;20;0,00337174089000708;20
16;POSTRES PARA PREPARAR;3;GELATINAS;5368;16168;GELATINA ROYAL FRUTILLA FINAL FELIZX70GR;7622300404413;1,4;0;0;20;0,00337174089000708;20
54;PRODUCTOS P/COPETIN -SNACK-;1;SNACK SALADO;5243;54050;PAPAS FRITAS PEHUAMAR-6468-       X125GR;7790310920596;2,5;0;0;20;0,00337174089000708;20
20;JABONES;3;JABON LIQUIDO PARA LA ROPA;247;20167;JABON LIQ.ARIEL BOTELLA  -7660-     X3LT;7501001396565;0;60;0;20;0,00337174089000708;20
31;PERFUMERIA;2;PASTAS DENTAL;247;31956;CREMA DENTAL ORAL-B P/SALUD SENSIT.X60GR;7506195141625;1,2;0;0;20;0,00337174089000708;20
41;LINEA CAPILAR;1;SHAMPOO;247;31678;SHAMPOO PANTENE PRO-CUID/CLAS     X400ML;7501001168971;0;8;0;20;0,00337174089000708;20
13;LIMPIADORES;7;DETERGENTES;247;13606;DETERGENTE MAGISTRAL ALOE         X300ML;7506195125519;0;6;0;20;0,00337174089000708;20
41;LINEA CAPILAR;1;SHAMPOO;247;41490;SHAMPOO PANTENE RIZOS DEFIN.-2817-X200ML;7501001169091;0;4;0;20;0,00337174089000708;20
13;LIMPIADORES;7;DETERGENTES;247;13527;DETERGENTE MAGISTRAL LAVA.Y VAIN. X300ML;7506195158616;0;6;0;20;0,00337174089000708;20
41;LINEA CAPILAR;5;CREMAS y TRATAMIENTOS;247;41248;AMPOLLA PANTENE TRATAMIENTO PACK- 3X15ML;7506195196694;0;0,9;0;20;0,00337174089000708;20
11;LINEA ROJA Y VEGETALES EN CONSERVA;5;VEGETALES y LEGUMBRES EN CONSERVA;245;11065;PALMITO BAHIA CUBO                X400GR;7795933201480;8;0;0;20;0,00337174089000708;20
92;REFRIGERADOS - EMBUTIDOS;4;FIAMBRES FETEADOS Y FAMILIARES;72;92068;QUESO SANCOR PROV-1399-C/COND.TROZ-X310G;7790080013993;6,2;0;0;20;0,00337174089000708;20
41;LINEA CAPILAR;3;ACONDICIONADOR;117;41728;ACOND.SEDAL RIZOS OBEDIENTES      X650ML;7791293019314;0;13;0;20;0,00337174089000708;20
41;LINEA CAPILAR;3;ACONDICIONADOR;117;41807;ACOND.DOVE CONTROL CAIDA          X200ML;7891150019492;0;4;0;20;0,00337174089000708;20
41;LINEA CAPILAR;3;ACONDICIONADOR;117;41978;ACOND.SEDAL SOS BALANCE           X350ML;7791293010588;0;7;0;20;0,00337174089000708;20
41;LINEA CAPILAR;2;SHAMPOO ECONOMICO;117;41235;SHAMPOO SUAVE PEPINO Y MELON      X930ML;7791293016498;0;18,6;0;20;0,00337174089000708;20
31;PERFUMERIA;3;DESODORANTES;117;31716;ANTIT.REXONA SKIN NUTRI.-926172-  X175ML;7791293848341;0;3,5;0;20;0,00337174089000708;20
25;ADEREZOS;1;MAYONESAS;5643;25153;MAYONESA HELLMANNS OLIVA D.P-6666-X500CC;7794000957930;0;10;0;20;0,00337174089000708;20
11;LINEA ROJA Y VEGETALES EN CONSERVA;1;PURE Y PULPA DE TOMATE;5643;11035;PURE TOMATE CICA C/OREGANO-206425-X520GR;7794000594371;10,4;0;0;20;0,00337174089000708;20
14;POMADAS - BRILLOS;1;POMADAS;5;14044;CREMA P/CALZADO WASSINGTON NEGRA   X60CC;77958945;0;1,2;0;20;0,00337174089000708;20
14;POMADAS - BRILLOS;1;POMADAS;5;14017;POMADA WASSINGTON MARRON CLARO     X40CC;7793350993018;0;0,8;0;20;0,00337174089000708;20
3;CEREALES Y LEGUMBRES;2;ESPESANTES (Avena-Semola-Feculas);130;3038;SEMOLA SAN CAYETANO               X500GR;7798006360046;10;0;0;20;0,00337174089000708;20
91;QUESOS;1;QUESO CREMOSO;72;91526;QUESO CREMOSO SANCOR-2429-TROZADO    XKG;;19,88;0;0;19,88;0,00335151044466704;19,88
91;QUESOS;6;QUESO PATEGRAS;481;91295;QUESO PATEGRAS MANFREY-10301-        XKG;;19,77;0;0;19,77;0,003332965869772;19,77
15;EDULCORANTES;2;OTROS EDULCORANTES;101;15051;EDULCORANTE SPLENDA SOBRE-95783-  X100UN;722776020029;0;0;1900;19;0,00320315384550673;19
15;EDULCORANTES;2;OTROS EDULCORANTES;6257;15026;EDULCORANTE EQUALSWEET STEVIA SOBRE-X50U;7792129002692;0;0;950;19;0,00320315384550673;19
15;EDULCORANTES;2;OTROS EDULCORANTES;6257;15048;ENDULZANTE EQUALSWEET SOBRE        X50UN;7792129000742;0;0;950;19;0,00320315384550673;19
17;HIGIENE PERSONAL - PAPELES;2;ALGODON;6162;17425;POMPONES ALGODON ESTRELLA -202-   X50 UN;7790064002029;0;0;950;19;0,00320315384550673;19
17;HIGIENE PERSONAL - PAPELES;11;TOALLAS FEMENINAS;228;17749;TOALLA KOTEX NORMAL C/ALAS-97461-  X16UN;7793620000651;0;0;304;19;0,00320315384550673;19
92;REFRIGERADOS - EMBUTIDOS;3;HAMBURGUESAS;357;92049;MEDALLON CARNE SWIFT CLASICA-21524-X12UN;7790360966827;0;0;228;19;0,00320315384550673;19
17;HIGIENE PERSONAL - PAPELES;3;TAMPONES;101;17266;TAMPON O.B. STAR SUPER             X10UN;7891010010577;0;0;190;19;0,00320315384550673;19
17;HIGIENE PERSONAL - PAPELES;1;PAÑALES P/ADULTOS;5310;17808;PAÑAL ADULTO COTIDIAN CLAS.GDE      X8UN;7806500773603;0;0;152;19;0,00320315384550673;19
17;HIGIENE PERSONAL - PAPELES;4;PAPEL HIGIENICO;264;17427;PAPEL HIGIENICO ELITE H/S 90MT-2191-X4UN;7790250021919;0;0;76;19;0,00320315384550673;19
31;PERFUMERIA;1;CEPILLOS E HILOS DENTALES;229;31073;CEPILLO DENT.COLG.SMILES 5+ A -01110-XUN;7591083011104;0;0;19;19;0,00320315384550673;19
50;INSECTICIDAS;2;ESPIRALES-TABLETAS-APARATOS-REPELENTES;71;50163;APARATO FUYI P/TABLETA S/LUZ 1X1+12 TAB.;7790520146205;0;0;19;19;0,00320315384550673;19
27;ARTICULOS DE LIMPIEZA;2;CEPILLOS-ESCOBAS-SECADORES-PALAS;5402;27228;escobillon fiorentina john-398-     x1un;7790339003980;0;0;19;19;0,00320315384550673;19
18;ILUMINACION;1;LAMPARAS;443;18170;LAMPARA OSRAM DUL.MICRO TW.11W/865-  XUN;4008321585073;0;0;19;19;0,00320315384550673;19
97;PANIFICACION;3;PAN FETEADO;418;97222;PAN VILLECCO BCO FLIAR XUN+ PAN BCO F.X1;;0;0;19;19;0,00320315384550673;19
27;ARTICULOS DE LIMPIEZA;4;PAÑOS-REJILLAS-REPASADORES-TRAPOS;309;27033;REPASADOR SED METAL FRANC-141-      X1UN;7790560001410;0;0;19;19;0,00320315384550673;19
7;BEBIDAS;5;AGUA SABORIZADA;5185;7579;AGUA SER PLUS CITRUS              X500CC;7798062548310;0;9,5;0;19;0,00320315384550673;19
16;POSTRES PARA PREPARAR;1;BIZCOCHUELOS;168;16311;BIZCOCHUELO GODET CHOCOLATE -6266-X480GR;7790580626600;9,12;0;0;19;0,00320315384550673;19
41;LINEA CAPILAR;4;ACONDICIONADOR ECONOMICO;5451;41480;ACOND.PLUSBELLE UVA/F.BCAS C/AMINOB-X1LT;7790740528829;0;19;0;19;0,00320315384550673;19
31;PERFUMERIA;3;DESODORANTES;46;41053;ANTIT.NIVEA DRY UNISEX AER.       X150ML;7791969016036;0;2,85;0;19;0,00320315384550673;19
15;EDULCORANTES;1;EDULCORANTES LIQUIDOS;6257;15039;EDULCORANTE SUCARYL SUCRALOSA LIQ-X180CC;7792129002203;0;3,42;0;19;0,00320315384550673;19
4;INFUSIONES;3;CAFE SOLUBLE;26;4057;CAFE LA VIRGINIA INSTANTANEO       X50GR;7790150091425;0,95;0;0;19;0,00320315384550673;19
5;POLVOS CHOCOLATADOS Y FRUTALES;1;POLVOS CHOCOLATADOS Y FRUTALES;26;5003;CACAO CHOCOLINO FORTIFICADO-83066-X360GR;7790150696125;6,84;0;0;19;0,00320315384550673;19
31;PERFUMERIA;3;DESODORANTES;181;31492;DESOD.CHESTER ICE -714/1-AEROSOL  X150ML;7791600071417;0;2,85;0;19;0,00320315384550673;19
7;BEBIDAS;7;CERVEZAS;5253;77673;CERVEZA IGUANA RETORNABLE-2079-   X970CC;7792798172443;0;18,4300005;0;19;0,00320315384550673;19
7;BEBIDAS;7;CERVEZAS;5253;7801;CERVEZA NORTE NEGRA    -2658-     X970CC;7792799056520;0;18,4300005;0;19;0,00320315384550673;19
13;LIMPIADORES;4;SUAVIZANTES;332;13233;PERFUME POETT P/TELA S/ALG.-9871- X250CC;7793253098711;0;4,75;0;19;0,00320315384550673;19
13;LIMPIADORES;12;DESODORANTES DE AMBIENTES;332;13420;DESOD.AMB.POETT ANTITABACO-       X360CC;7793253039516;0;6,84;0;19;0,00320315384550673;19
31;PERFUMERIA;12;ENJUAGUE BUCAL;229;31977;SOLUCION BUCAL PLAX ICE -13610-   X500ML;7891024136102;0;9,5;0;19;0,00320315384550673;19
90;LACTEOS;6;POSTRES INFANTILES;1;90031;POSTRE SERENITO-46-CRASS CHOCOL. 2X100GR;7791337046078;3,8;0;0;19;0,00320315384550673;19
95;PASTAS FRESCAS;1;PASTAS RELLENAS;5462;95060;RAVIOLES FARGO RICOTTA Y ESP-4430-X500GR;7793890044300;9,5;0;0;19;0,00320315384550673;19
28;MERMELADAS - MIEL - DULCES;1;MERMELADAS-JALEAS;224;28077;MERMELADA LA CAMPAGNOLA DAMASCO-  X454GR;7793360803109;8,626;0;0;19;0,00320315384550673;19
28;MERMELADAS - MIEL - DULCES;1;MERMELADAS-JALEAS;224;28375;MERMELADA DULCIORA MZNA POTE-5087-X500GR;7790580310509;9,5;0;0;19;0,00320315384550673;19
7;BEBIDAS;2;JUGOS LISTOS;5482;77229;JUGO CITRIC NARANJA/FRUTILLA BIDON -X3LT;7798085680363;0;57;0;19;0,00320315384550673;19
3;CEREALES Y LEGUMBRES;4;CEREALES P/DESAYUNO;5027;3115;CEREAL KELLOGGS KELLNESS GRANOLA  X270GR;7896004004037;5,13;0;0;19;0,00320315384550673;19
21;SAL - CONDIMENTOS;2;ESPECIAS;65;21079;AJO TRITURADO VILLA RICA          -X50GR;7794538000733;0,95;0;0;19;0,00320315384550673;19
25;ADEREZOS;1;MAYONESAS;353;25303;MAYONESA DANICA ORIGINAL-115-    X1000CC;7791620001159;0;19;0;19;0,00320315384550673;19
25;ADEREZOS;2;MOSTAZA;353;25045;MOSTAZA DANICA S.ORIG.SQZ -200-   X240GR;7791620002002;4,56;0;0;19;0,00320315384550673;19
11;LINEA ROJA Y VEGETALES EN CONSERVA;4;SALSAS;225;11203;SALSA NOEL POMAROLA -6629-      X350GR;7795184002003;6,65;0;0;19;0,00320315384550673;19
28;MERMELADAS - MIEL - DULCES;1;MERMELADAS-JALEAS;436;28513;MERMELADA ORIETA PROLIGHT DURAZNO X350GR;7792260639542;6,65;0;0;19;0,00320315384550673;19
7;BEBIDAS;12;VINOS FINOS MEDIOS;5363;7945;VINO HEREFORD SAUVIGNON -         X750CC;7791540040566;0;14,25;0;19;0,00320315384550673;19
7;BEBIDAS;12;VINOS FINOS MEDIOS;5363;7384;VINO MICHEL TORINO COLECC.CAB.SAUV.X750C;7790189000146;0;14,25;0;19;0,00320315384550673;19
10;FRUTAS EN CONSERVA;4;COCKTEL Y ENSALADAS DE FRUTAS;5215;10009;COCTEL FRUTAS ALCO 5 FRUTAS LIGHT X800GR;7790088001305;15,2;0;0;19;0,00320315384550673;19
11;LINEA ROJA Y VEGETALES EN CONSERVA;5;VEGETALES y LEGUMBRES EN CONSERVA;5215;11012;POROTO ALCO -                     X350GR;7790088001077;6,65;0;0;19;0,00320315384550673;19
7;BEBIDAS;13;VINOS FINOS MEDIO ALTO;71;7319;VINO CALLIA RESERVE MALBEC -      X750CC;7798108830867;0;14,25;0;19;0,00320315384550673;19
13;LIMPIADORES;6;LUSTRAMUEBLES;71;13054;lustramueble ceramicol aer.-137-  x360cc;;0;6,84;0;19;0,00320315384550673;19
6;CONSERVAS;1;CONSERVAS DE PESCADOS;244;6016;CABALLA NATURAL MARBELLA          X425GR;7792750000357;8,075;0;0;19;0,00320315384550673;19
90;LACTEOS;15;QUESOS UNTABLES;98;90273;QUESO UNT.LA PAULINA C/JAMON-87892X190GR;7794990878925;3,61;0;0;19;0,00320315384550673;19
92;REFRIGERADOS - EMBUTIDOS;5;REBOZADOS DE POLLO;383;92281;EMPANADO DE POLLO LISTTOS -3050-  X360GR;7790070030504;6,84;0;0;19;0,00320315384550673;19
92;REFRIGERADOS - EMBUTIDOS;1;VERDURAS CONGELADAS;383;92302;CEBOLLA PICADA GRANJA DEL SOL-1876X275GR;7790070018762;5,225;0;0;19;0,00320315384550673;19
92;REFRIGERADOS - EMBUTIDOS;5;REBOZADOS DE POLLO;383;92367;PATITAS GRANJA DEL SOL POLLO-1763-X200GR;7790070017635;3,8;0;0;19;0,00320315384550673;19
9;ARROZ - FIDEOS;3;ARROZ ESPECIAL;6001;9079;RISOTTO GALLO A LA ESPAÑOLA-93620-X200GR;7791880936208;3,8;0;0;19;0,00320315384550673;19
29;CALDOS - SOPAS - PURE;3;SOPAS CREMAS;64;29002;SOPA MAGGI CREMA CHOCLO -59189-    X74GR;7790430063821;1,406;0;0;19;0,00320315384550673;19
1;GALLETAS;2;ESPECIALES;5368;1321;galleta terrabusi club soc. jamon-x208gr;7622300725174;3,952;0;0;19;0,00320315384550673;19
9;ARROZ - FIDEOS;5;FIDEOS x 500 grs.;5368;9105;FIDEO DON FELIPE TAGLIATELLE      X500GR;7794600004003;9,5;0;0;19;0,00320315384550673;19
16;POSTRES PARA PREPARAR;3;GELATINAS;5368;16147;GELATINA ROYAL MANJA.LIGHT ANANA   X25GR;7622300739164;0,475;0;0;19;0,00320315384550673;19
54;PRODUCTOS P/COPETIN -SNACK-;1;SNACK SALADO;5243;54066;KESBUN PIZZA NAPOLITANA-21109-    X100GR;7790310003244;1,9;0;0;19;0,00320315384550673;19
41;LINEA CAPILAR;1;SHAMPOO;247;31577;SHAMPOO H&S CITRUS FRESH-9448-    X400ML;7590002025628;0;7,6;0;19;0,00320315384550673;19
41;LINEA CAPILAR;1;SHAMPOO;247;41105;SHAMPOO H&S ACC.HUMET.-2286-      X400ML;7501001133306;0;7,6;0;19;0,00320315384550673;19
92;REFRIGERADOS - EMBUTIDOS;4;FIAMBRES FETEADOS Y FAMILIARES;72;92256;QUESO SANCOR CHEDDAR FETAS-1716-  X180GR;7790080017168;3,42;0;0;19;0,00320315384550673;19
13;LIMPIADORES;7;DETERGENTES;50;13276;DETERGENTE CIF AC.GEL NARANJA-2159-X600M;7791290004627;0;11,4;0;19;0,00320315384550673;19
31;PERFUMERIA;5;CREMAS-QUITAESMALTES;117;41983;CREMA POND S BIOHIDRATANTE-942618- X50GR;7501056330323;0,95;0;0;19;0,00320315384550673;19
20;JABONES;5;JABON DE TOCADOR -en pack-;117;20550;JABON TOC.LUX TONO LUMINOSO-934293-3X125;7791293018263;0,007125;0;0;19;0,00320315384550673;19
