id|nombre|precio|rubro|url_imagen|url_producto
00498|SALSA GOLF DANICA 220ML.|48.0|Aderezos > Salsa Golf|/2019/11/SALSA-GOLF-DANICA-220ML.jpg|/salsa-golf-danica-220ml/
00001|KETCHUP DANICA 220GR|52.0|Aderezos > Ketchup|/2020/01/KETCHUP-DANICA-220GR.jpg|/ketchup-danica-220gr/
00002|Azucar 1 Kg.|58.95|Almacén > Azúcar|/2019/11/azucar-comun-1kg-fraccionada.jpg|/azucar-1kg-s-iva/
00003|MOSTAZA DANICA 3KG|295.0|Aderezos > Mostazas|/2020/01/MOSTAZA-DANICA-3KG.jpg|/mostaza-danica-3kg/
00522|Mostaza Savora 1 Kg.|210.0|Aderezos > Mostazas|/2020/01/MOSTAZA-SAVORA-1KG.jpg|/mostaza-savora-1kg/
00004|MOSTAZA DANICA 220GR|43.0|Aderezos > Mostazas|/2020/01/MOSTAZA-DANICA-250GR.jpg|/mostaza-danica-220gr/
03029|POLENTA PRESTOPRONTA ARCOR 500 GRS|70.0|Almacén > Polentas|/2020/01/PRESTOPRONTA-ARCOR-500GR.jpg|/prestopronta-arcor-500grs-iv/
00005|Harina Graciela  Real 0000 1 Kg.|53.0|Almacén > Harinas|/2020/06/harina-graciela-real-0000.jpg|/harina-graciela-real-0000-1-kg/
00006|Harina Graciela  Real 000 1 Kg.|44.0|Almacén > Harinas|/2020/01/HAR-GRA-REAL-000-1KG.jpg|/har-gra-real-000-1kg/
00007|HARINA REINA ANA 000 X1 KG.|39.8|Almacén > Harinas|/2019/11/HAR-REINA-ANA-000.jpg|/har-reina-ana-000-x1-kg-s-iva/
00008|HARINA CELESTIAL 0000 X KG|60.0|Almacén > Harinas|/2020/01/HAR-CELESTIAL-0000-X-KG.jpg|/har-celestial-0000-x-kg-s-iva/
00009|Harina Celestial 000 X1 Kg.|45.0|Almacén > Harinas|/2020/01/HAR-CELESTIAL-000-X1KG.jpg|/har-celestial-000-x1kg-s-iva/
03022|Arroz Gallo Largo Fino 500 Grs.|52.0|Almacén > Arroz|/2020/07/arroz-gallo-largo-fino-500.jpg|/arroz-gallo-largo-fino-500-grs/
03023|Arroz Dos Hermanos L. Fino x 500 grs.|43.7|Almacén > Arroz|/2020/07/arroz-dos-hermanos-Lfino-500.jpg|/arroz-dos-hermanos-l-fino-x-500-grs/
03024|Arroz Dos Hermanos Parboil x 500 grs.|49.5|Almacén > Arroz|/2020/07/arroz-dos-hermanos-parboil-500.jpg|/arroz-dos-hermanos-parboil-x-500-grs/
03025|Arroz Gallo Oro 1 Kg.|127.0|Almacén > Arroz|/2020/01/ARROZ-GALLO-ORO-B1-KG.jpg|/arroz-gallo-oro-b1-kg-s-iva/
00021|Arroz Noble Largo Fino 500 Grs.|43.5|Almacén > Arroz|/2020/01/ARROZ-NOBLE-LF-500G.jpg|/arroz-noble-lf-500g-s-iva/
