nombre|precio|url_producto|url_imagen|rubro|id
KETCHUP DANICA 220GR|49.9|/ketchup-danica-220gr/|/2020/01/KETCHUP-DANICA-220GR.jpg|Aderezos > Ketchup|0
Azucar 1 Kg.|55.0|/azucar-1kg-s-iva/|/2019/11/azucar-comun-1kg-fraccionada.jpg|Almacén > Azúcar|0
MOSTAZA DANICA 3KG|245.0|/mostaza-danica-3kg/|/2020/01/MOSTAZA-DANICA-3KG.jpg|Aderezos > Mostazas|0
MOSTAZA DANICA 220GR|45.0|/mostaza-danica-220gr/|/2020/01/MOSTAZA-DANICA-250GR.jpg|Aderezos > Mostazas|0
Galletas de Arroz All Rice Limon x 100 grs.|58.0|/galletas-all-rice-arroz-integral-limon-x-100-grs/|/2020/05/galletas-all-rice-limon.jpg|Almacén > Gall. Dulces y Saladas|0
Galletas de Arroz All Rice Sin Sal x 100 grs.|58.0|/galletas-all-rice-sin-sal-x-100-grs/|/2020/05/galletas-all-rice-sin-sal.jpg|Almacén > Gall. Dulces y Saladas|0
Galletas de Arroz All Rice Naranja x 100 grs.|58.0|/galletas-all-rice-naranja-x-100-grs/|/2020/05/galletas-all-rice-naranja.jpg|Almacén > Gall. Dulces y Saladas|0
Galletas de Arroz All Rice Dulces x 100 grs.|58.0|/galletas-all-rice-dulces-x-100-grs/|/2020/05/galletas-all-rice-dulce.jpg|Almacén > Gall. Dulces y Saladas|0
Galletas de Arroz All Rice Con Sal x 100 grs.|58.0|/galleta-all-rice-x-100-gr/|/2019/11/GALLETA-ALL-RICE-X-100-GR.jpg|Almacén > Gall. Dulces y Saladas|0
Harina Graciela  Real 0000 1 Kg.|52.0|/harina-graciela-real-0000-1-kg/|/2020/06/harina-graciela-real-0000.jpg|Almacén > Harinas|0
Harina Graciela  Real 000 1 Kg.|44.0|/har-gra-real-000-1kg/|/2020/01/HAR-GRA-REAL-000-1KG.jpg|Almacén > Harinas|0
HARINA REINA ANA 000 X1 KG.|39.0|/har-reina-ana-000-x1-kg-s-iva/|/2019/11/HAR-REINA-ANA-000.jpg|Almacén > Harinas|0
HARINA CELESTIAL 0000 X KG|60.0|/har-celestial-0000-x-kg-s-iva/|/2020/01/HAR-CELESTIAL-0000-X-KG.jpg|Almacén > Harinas|0
Harina Celestial 000 X1 Kg.|45.0|/har-celestial-000-x1kg-s-iva/|/2020/01/HAR-CELESTIAL-000-X1KG.jpg|Almacén > Harinas|0
POLENTA PRESTOPRONTA ARCOR 500 GRS|70.0|/prestopronta-arcor-500grs-iv/|/2020/01/PRESTOPRONTA-ARCOR-500GR.jpg|Almacén > Polentas|0
Arroz Gallo Largo Fino 500 Grs.|52.0|/arroz-gallo-largo-fino-500-grs/|/2020/07/arroz-gallo-largo-fino-500.jpg|Almacén > Arroz|0
Arroz Dos Hermanos L. Fino x 500 grs.|40.0|/arroz-dos-hermanos-l-fino-x-500-grs/|/2020/07/arroz-dos-hermanos-Lfino-500.jpg|Almacén > Arroz|0
Arroz Dos Hermanos Parboil x 500 grs.|49.5|/arroz-dos-hermanos-parboil-x-500-grs/|/2020/07/arroz-dos-hermanos-parboil-500.jpg|Almacén > Arroz|0
Arroz Peleador Largo Fino x 500 grs.|36.0|/arroz-peleador-largo-fino-x-500-grs/|/2020/05/arroz-peleador-500.jpg|Almacén > Arroz|0
Arroz Gallo Oro 1 Kg.|127.0|/arroz-gallo-oro-b1-kg-s-iva/|/2020/01/ARROZ-GALLO-ORO-B1-KG.jpg|Almacén > Arroz|0
Arroz Noble Largo Fino 500 Grs.|43.5|/arroz-noble-lf-500g-s-iva/|/2020/01/ARROZ-NOBLE-LF-500G.jpg|Almacén > Arroz|0
Arroz Gallo Oro Amarillo 500 Grs.|69.0|/arroz-gallo-oro-ama-500gr/|/2020/01/ARROZ-GALLO-ORO-AMA-500GR.jpg|Almacén > Arroz|0
ARROZ LUCHADOR 4/0 500GR|36.5|/arroz-luchador-4-0-500gr-s-iva/|/2019/11/arroz-luchador-500.jpg|Almacén > Arroz|0
Fideos La Providencia Nido Tagliatelle x 500 gr.|52.0|/fideos-la-providencia-nido-tagliatelle-x-500-gr/|/2020/05/FIDEOS-LA-PROVIDENCIA-NIDO-500..jpg|Almacén > Fideos|0
Fideos Spaghetti Terrabusi x 500 grs|56.0|/fideos-spaghetti-terrabusi-x-500-grs/|/2020/04/spaghetti-terrabusi-500.jpg|Almacén > Fideos|0
FIDEOS LA PROVIDENCIA  SPAGUETTI 500 GR|45.0|/fideos-la-providencia-spaguetti-500-gr/|/2020/04/FIDEOS-LA-PROVIDENCIA-SPAG-500.jpg|Almacén > Fideos|0
FIDEOS VERIZZIA GUISERO|39.0|/fideos-verizzia-guisero-s-iva/|/2020/01/FIDEOS-VERIZZIA-GUISERO-S-IVA.jpg|Almacén > Fideos|0
Fideos Chicago Rosca|50.0|/fideos-chicago-rosca-s-iva/|/2020/01/default.jpg|Almacén > Fideos|0
FIDEOS LA TUCUMANITA 500GR|64.99|/fideos-la-tuc-500gr/|/2020/01/default.jpg|Almacén > Fideos|0
FIDEOS RIVOLI GUISERO/SOPERO 500G.|55.0|/fideos-rivoli-gui-sop-500g-s-iva/|/2020/01/FIDEO-RIVOLI-TALLARIN-NODO-S-IVA.jpg|Almacén > Fideos|0
FIDEOS CHICAGO GUISEROS 500G|42.0|/fideos-chicago-guis-500g-s-iva/|/2020/01/default.jpg|Almacén > Fideos|0
FIDEOS PARRADIN 500GR|39.0|/fideos-parradin-500gr/|/2020/01/default.jpg|Almacén > Fideos|0
Mayonesa Natura 125 grs.|32.5|/mayonesa-natura-125-grs/|/2020/06/mayonesa-natura-125.jpg|Aderezos > Mayonesas|0
Mayonesa Natura 250 grs.|63.0|/mayonesa-natura-250-grs/|/2020/06/mayonesa-natura-250.jpg|Aderezos > Mayonesas|0
MAYONESA HELLMANNS 475GR|85.0|/mayonesa-hellmanns-475gr/|/2019/11/MAYONESA-HELLMANNS-475GR.jpg|Aderezos > Mayonesas|0
MAYONESA FANACOA  2755KG|245.0|/mayonesa-fanacoa-2755kg/|/2020/01/MAYONESA-FANACOA-2755KG.jpg|Aderezos > Mayonesas|0
MAYONESA DANICA FIESTA 1KG|120.0|/mayonesa-danica-f-1kg/|/2019/11/mayonesa-danica-fiesta-1kg.jpg|Aderezos > Mayonesas|0
MAYONESA HELLMANNS 950KG|190.0|/mayonesa-hellmanns-950kg/|/2020/01/MAYONESA-HELLMANNS-950KG.jpg|Aderezos > Mayonesas|0
MAYONESA HELLMANNS 2755GR|390.0|/mayonesa-hellmanns-2755gr/|/2020/01/MAYONESA-HELLMANNS-2755GR.jpg|Aderezos > Mayonesas|0
MAYONESA DANICA F X 500GR|65.0|/mayonesa-danica-f-x-500gr/|/2019/11/MAYONESA-DANICA-F-X-500GR.jpg|Aderezos > Mayonesas|0
MAYONESA DANICA F 100GR|12.5|/mayonesa-danica-f-100gr/|/2020/01/MAYONESA-DANICA-F-100GR.jpg|Aderezos > Mayonesas|0
MAYONESA DANICA F 220GR|33.5|/mayonesa-danica-f-220gr/|/2019/11/Mayonesa-Dani-Fiesta-24x250cm3-.jpg|Aderezos > Mayonesas|0
MAYONESA HELLMANNS 237GR|42.0|/mayonesa-hellmanns-237gr/|/2020/01/MAYONESA-HELLMANNS-237GR.jpg|Aderezos > Mayonesas|0
BIZCOCHUELO GODET CHOCOLATE 480GR|109.0|/bizc-godet-choc-480gr/|/2020/01/BIZC-GODET-CHOC-480GR.jpg|Almacén > Postres|0
Bizcochuelo Godet Vainilla 480 Grs.|89.0|/bizc-godet-vainilla-480gr/|/2020/01/BIZC-GODET-VAINILLA-480GR.jpg|Almacén > Postres|0
FLAN GODET DULCE DE LECHE 30 GRS.|27.0|/flan-godet-d-de-leche-30-grs/|/2020/01/FLAN-GODET-D-DE-LECHE-30-GRS.jpg|Almacén > Postres|0
Flan Godet  Vainilla  30 Grs.|27.0|/flan-godet-vainilla-30gr/|/2020/01/FLAN-GODET-VAINILLA-30GR.jpg|Almacén > Postres|0
Caballa Bahia en agua y aceite 425 gr.|174.4|/caballa-bahia-en-agua-y-aceite-425-gr/|/2020/05/caballa-bahia-425.jpg|Almacén > Enlatados|0
Atun Bahia 170 GR|79.0|/atun-bahia-170-gr/|/2020/05/atun-bahia-170g.jpg|Almacén > Enlatados|0
Sardinas en aceite Marbella 120 gr.|100.0|/sardinas-en-aceite-marbella-120-gr/|/2020/05/sardina-marbella-120g.jpg|Almacén > Enlatados|0
