id|marca|nombre|precio|precio_1|precio_2|precio_3|precio_unitario|rubro|url_imagen|url_producto
00595||STEVIA HILERET X 200 BOT|170.0|3,138.01|||$170,00|Almacén > Edulcorantes|2020/01/STEVIA-HILERET-X-200-BOT.jpg|stevia-hileret-x-200-bot/
00596||Salsa Golf Benidorm 500 ml|155.0|3,134.06|||$155,00|Aderezos > Salsa Golf|2020/10/benidorm-salsagolf.jpg|salsa-golf-benidorm-500-ml/
00597||SALSA GOLF DANICA 220ML.|53.0|3,45.35|||$53,00|Aderezos > Salsa Golf|2019/11/SALSA-GOLF-DANICA-220ML.jpg|salsa-golf-danica-220ml/
00598||Ketchup Danica 50|19.65|3,16.93|||$19,65|Aderezos > Ketchup|2020/01/KETCHUP-DANICA-50.jpg|ketchup-danica-50/
00003||KETCHUP DANICA 220GR|63.5|3,52.80|||$63,50|Aderezos > Ketchup|2020/01/KETCHUP-DANICA-220GR.jpg|ketchup-danica-220gr/
00599||Azucar Light Lheritier 350 gr.|72.0|3,61.11|||$72,00|Almacén > Azúcar|2020/10/azucar-light-lheritier.jpg|azucar-light-lheritier-350-gr/
00007||Azucar 1 Kg.|58.0|3,49.40|10,44.50||$58,00|Almacén > Azúcar|2019/11/azucar-comun-1kg-fraccionada.jpg|azucar-1kg-s-iva/
00600||Harina Leudante Corona de Trigo 1 Kg.|71.0|3,62.05|||$71,00|Almacén > Harinas|2020/10/harina-coronadetrigo-leudante.jpg|harina-leudante-corona-de-trigo-1-kg/
00024||HARINA REINA ANA 000 X1 KG.|36.0|3,31.20|||$36,00|Almacén > Harinas|2019/11/HAR-REINA-ANA-000.jpg|har-reina-ana-000-x1-kg-s-iva/
00601||Arroz Gallo Largo Fino 500 Grs.|68.0|3,58.98|||$68,00|Almacén > Arroz|2020/07/arroz-gallo-largo-fino-500.jpg|arroz-gallo-largo-fino-500-grs/
00602||Arroz Dos Hermanos L. Fino x 500 grs.|57.0|3,49.35|||$57,00|Almacén > Arroz|2020/07/arroz-dos-hermanos-Lfino-500.jpg|arroz-dos-hermanos-l-fino-x-500-grs/
00017||Arroz Gallo Oro 1 Kg.|136.0|3,117.88|||$136,00|Almacén > Arroz|2020/01/ARROZ-GALLO-ORO-B1-KG.jpg|arroz-gallo-oro-b1-kg-s-iva/
00019||Arroz Gallo Oro Amarillo 500 Grs.|84.0|3,72.92|||$84,00|Almacén > Arroz|2020/01/ARROZ-GALLO-ORO-AMA-500GR.jpg|arroz-gallo-oro-ama-500gr/
00020||ARROZ LUCHADOR 4/0 500GR|47.5|3,39.00|||$47,50|Almacén > Arroz|2019/11/arroz-luchador-500.jpg|arroz-luchador-4-0-500gr-s-iva/
00603||Mostaza Savora 1 Kg.|190.0|3,163.80|||$190,00|Aderezos > Mostazas|2020/01/MOSTAZA-SAVORA-1KG.jpg|mostaza-savora-1kg/
00604||Mostaza Savora 3 Kg.|438.0|3,436.99|||$438,00|Aderezos > Mostazas|2020/01/MOSTAZA-SAVORA-3KG.jpg|mostaza-savora-3kg/
00605||MOSTAZA SAVORA ORIGINAL X250G|81.0|3,70.20|||$81,00|Aderezos > Mostazas|2020/01/MOSTAZA-SAVORA-ORIGINAL-X250G.jpg|mostaza-savora-original-x250g/
00012||MOSTAZA DANICA 220GR|48.0|3,47.57|||$48,00|Aderezos > Mostazas|2020/01/MOSTAZA-DANICA-250GR.jpg|mostaza-danica-220gr/
00606||Mostaza Danica 60 Grs.|17.0|3,14.68|||$17,00|Aderezos > Mostazas|2020/01/MOSTAZA-DANICA-60GR.jpg|mostaza-danica-60gr/
00027||POLENTA PRESTOPRONTA ARCOR 500 GRS|74.0|3,64.45|||$74,00|Almacén > Polentas|2020/01/PRESTOPRONTA-ARCOR-500GR.jpg|prestopronta-arcor-500grs-iv/
00607||Pan Rallado Sol de Campo x 400 grs.|60.0|3,52.00|||$60,00|Almacén > Rebozadores|2020/11/panrall-sol-de-campo-400.jpg|pan-rallado-sol-de-campo-x-400-grs/
00608||REBOZADOR PREFERIDO 500GR|88.5|3,76.53|||$88,50|Almacén > Rebozadores|2020/01/REBOZADOR-PREFERIDO-500GR.jpg|rebozador-preferido-500gr-s-iva/
00609||Mayonesa Natura 125 grs.|36.5|3,31.37|||$36,50|Aderezos > Mayonesas|2020/06/mayonesa-natura-125gr.jpg|mayonesa-natura-125-grs/
00048||MAYONESA HELLMANNS 475GR|120.0|3,100.00|||$120,00|Aderezos > Mayonesas|2019/11/MAYONESA-HELLMANNS-475GR.jpg|mayonesa-hellmanns-475gr/
00610||Mayonesa Bc 125 Grs.|35.5|3,30.68|||$35,50|Aderezos > Mayonesas|2020/01/MAYONESA-BC-125GR.jpg|mayonesa-bc-125gr/
