nombre|precio|url_producto|url_imagen|rubro|id
KETCHUP DANICA 220GR|49.9|/ketchup-danica-220gr/|/2020/01/KETCHUP-DANICA-220GR.jpg|Aderezos > Ketchup|00001
Azucar 1 Kg.|55.0|/azucar-1kg-s-iva/|/2019/11/azucar-comun-1kg-fraccionada.jpg|Almacén > Azúcar|00002
MOSTAZA DANICA 3KG|245.0|/mostaza-danica-3kg/|/2020/01/MOSTAZA-DANICA-3KG.jpg|Aderezos > Mostazas|00003
MOSTAZA DANICA 220GR|45.0|/mostaza-danica-220gr/|/2020/01/MOSTAZA-DANICA-250GR.jpg|Aderezos > Mostazas|00004
Harina Graciela  Real 0000 1 Kg.|52.0|/harina-graciela-real-0000-1-kg/|/2020/06/harina-graciela-real-0000.jpg|Almacén > Harinas|00005
Harina Graciela  Real 000 1 Kg.|44.0|/har-gra-real-000-1kg/|/2020/01/HAR-GRA-REAL-000-1KG.jpg|Almacén > Harinas|00006
HARINA REINA ANA 000 X1 KG.|39.0|/har-reina-ana-000-x1-kg-s-iva/|/2019/11/HAR-REINA-ANA-000.jpg|Almacén > Harinas|00007
HARINA CELESTIAL 0000 X KG|60.0|/har-celestial-0000-x-kg-s-iva/|/2020/01/HAR-CELESTIAL-0000-X-KG.jpg|Almacén > Harinas|00008
Harina Celestial 000 X1 Kg.|45.0|/har-celestial-000-x1kg-s-iva/|/2020/01/HAR-CELESTIAL-000-X1KG.jpg|Almacén > Harinas|00009
Galletas de Arroz All Rice Limon x 100 grs.|58.0|/galletas-all-rice-arroz-integral-limon-x-100-grs/|/2020/05/galletas-all-rice-limon.jpg|Almacén > Gall. Dulces y Saladas|00010
Galletas de Arroz All Rice Sin Sal x 100 grs.|58.0|/galletas-all-rice-sin-sal-x-100-grs/|/2020/05/galletas-all-rice-sin-sal.jpg|Almacén > Gall. Dulces y Saladas|00011
Galletas de Arroz All Rice Naranja x 100 grs.|58.0|/galletas-all-rice-naranja-x-100-grs/|/2020/05/galletas-all-rice-naranja.jpg|Almacén > Gall. Dulces y Saladas|00012
Galletas de Arroz All Rice Dulces x 100 grs.|58.0|/galletas-all-rice-dulces-x-100-grs/|/2020/05/galletas-all-rice-dulce.jpg|Almacén > Gall. Dulces y Saladas|00013
Galletas de Arroz All Rice Con Sal x 100 grs.|58.0|/galleta-all-rice-x-100-gr/|/2019/11/GALLETA-ALL-RICE-X-100-GR.jpg|Almacén > Gall. Dulces y Saladas|00014
POLENTA PRESTOPRONTA ARCOR 500 GRS|70.0|/prestopronta-arcor-500grs-iv/|/2020/01/PRESTOPRONTA-ARCOR-500GR.jpg|Almacén > Polentas|00015
Arroz Gallo Largo Fino 500 Grs.|52.0|/arroz-gallo-largo-fino-500-grs/|/2020/07/arroz-gallo-largo-fino-500.jpg|Almacén > Arroz|00016
Arroz Dos Hermanos L. Fino x 500 grs.|40.0|/arroz-dos-hermanos-l-fino-x-500-grs/|/2020/07/arroz-dos-hermanos-Lfino-500.jpg|Almacén > Arroz|00017
Arroz Dos Hermanos Parboil x 500 grs.|49.5|/arroz-dos-hermanos-parboil-x-500-grs/|/2020/07/arroz-dos-hermanos-parboil-500.jpg|Almacén > Arroz|00018
Arroz Peleador Largo Fino x 500 grs.|36.0|/arroz-peleador-largo-fino-x-500-grs/|/2020/05/arroz-peleador-500.jpg|Almacén > Arroz|00019
Arroz Gallo Oro 1 Kg.|127.0|/arroz-gallo-oro-b1-kg-s-iva/|/2020/01/ARROZ-GALLO-ORO-B1-KG.jpg|Almacén > Arroz|00020
Arroz Noble Largo Fino 500 Grs.|43.5|/arroz-noble-lf-500g-s-iva/|/2020/01/ARROZ-NOBLE-LF-500G.jpg|Almacén > Arroz|00021
Arroz Gallo Oro Amarillo 500 Grs.|69.0|/arroz-gallo-oro-ama-500gr/|/2020/01/ARROZ-GALLO-ORO-AMA-500GR.jpg|Almacén > Arroz|00022
ARROZ LUCHADOR 4/0 500GR|36.5|/arroz-luchador-4-0-500gr-s-iva/|/2019/11/arroz-luchador-500.jpg|Almacén > Arroz|00023
Fideos La Providencia Nido Tagliatelle x 500 gr.|52.0|/fideos-la-providencia-nido-tagliatelle-x-500-gr/|/2020/05/FIDEOS-LA-PROVIDENCIA-NIDO-500..jpg|Almacén > Fideos|00024
Fideos Spaghetti Terrabusi x 500 grs|56.0|/fideos-spaghetti-terrabusi-x-500-grs/|/2020/04/spaghetti-terrabusi-500.jpg|Almacén > Fideos|00025
FIDEOS LA PROVIDENCIA  SPAGUETTI 500 GR|45.0|/fideos-la-providencia-spaguetti-500-gr/|/2020/04/FIDEOS-LA-PROVIDENCIA-SPAG-500.jpg|Almacén > Fideos|00026
FIDEOS VERIZZIA GUISERO|39.0|/fideos-verizzia-guisero-s-iva/|/2020/01/FIDEOS-VERIZZIA-GUISERO-S-IVA.jpg|Almacén > Fideos|00027
Fideos Chicago Rosca|50.0|/fideos-chicago-rosca-s-iva/|/2020/01/default.jpg|Almacén > Fideos|00028
FIDEOS LA TUCUMANITA 500GR|64.99|/fideos-la-tuc-500gr/|/2020/01/default.jpg|Almacén > Fideos|00029
FIDEOS RIVOLI GUISERO/SOPERO 500G.|55.0|/fideos-rivoli-gui-sop-500g-s-iva/|/2020/01/FIDEO-RIVOLI-TALLARIN-NODO-S-IVA.jpg|Almacén > Fideos|00030
FIDEOS CHICAGO GUISEROS 500G|42.0|/fideos-chicago-guis-500g-s-iva/|/2020/01/default.jpg|Almacén > Fideos|00031
FIDEOS PARRADIN 500GR|39.0|/fideos-parradin-500gr/|/2020/01/default.jpg|Almacén > Fideos|00032
Mayonesa Natura 125 grs.|32.5|/mayonesa-natura-125-grs/|/2020/06/mayonesa-natura-125.jpg|Aderezos > Mayonesas|00040
Mayonesa Natura 250 grs.|63.0|/mayonesa-natura-250-grs/|/2020/06/mayonesa-natura-250.jpg|Aderezos > Mayonesas|00041
MAYONESA HELLMANNS 475GR|85.0|/mayonesa-hellmanns-475gr/|/2019/11/MAYONESA-HELLMANNS-475GR.jpg|Aderezos > Mayonesas|00042
MAYONESA FANACOA  2755KG|245.0|/mayonesa-fanacoa-2755kg/|/2020/01/MAYONESA-FANACOA-2755KG.jpg|Aderezos > Mayonesas|00043
MAYONESA DANICA FIESTA 1KG|120.0|/mayonesa-danica-f-1kg/|/2019/11/mayonesa-danica-fiesta-1kg.jpg|Aderezos > Mayonesas|00044
MAYONESA HELLMANNS 950KG|190.0|/mayonesa-hellmanns-950kg/|/2020/01/MAYONESA-HELLMANNS-950KG.jpg|Aderezos > Mayonesas|00045
MAYONESA HELLMANNS 2755GR|390.0|/mayonesa-hellmanns-2755gr/|/2020/01/MAYONESA-HELLMANNS-2755GR.jpg|Aderezos > Mayonesas|00046
